mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
151	149	1191/4	1191/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1952													
151	149	298	298	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1953									294				
151	149	1193/4	1193/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1954									294				
151	149	597/2	597/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1955									294				
151	149	1195/4	1195/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1956													
152	150	299	299	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1957									295				
152	150	1795/6	1795/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1958									295				
152	150	898/3	898/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1959									295				
152	150	599/2	599/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1960									295				
152	150	899/3	899/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1961									295				
152	150	1799/6	1799/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1962													
152	150	300	300	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1963									296				
152	150	1801/6	1801/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1964									296				
152	150	901/3	901/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1965									296				
152	150	601/2	601/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1966									296				
152	150	902/3	902/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1967									296				
152	150	1805/6	1805/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1968													
152	150	299	299	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	1969									297				
152	150	1197/4	1197/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1970									297				
152	150	599/2	599/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1971									297				
152	150	1199/4	1199/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1972													
152	150	300	300	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1973									298				
152	150	1201/4	1201/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1974									298				
152	150	601/2	601/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1975									298				
152	150	1203/4	1203/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1976													
153	151	301	301	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1977									299				
153	151	1807/6	1807/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1978									299				
153	151	904/3	904/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1979									299				
153	151	603/2	603/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1980									299				
153	151	905/3	905/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1981									299				
153	151	1811/6	1811/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1982													
153	151	302	302	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1983													
153	151	1813/6	1813/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1984													
153	151	907/3	907/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1985													
153	151	605/2	605/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1986													
153	151	2421/8	2421/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1987													
153	151	1211/4	1211/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1988													
153	151	2423/8	2423/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1989													
153	151	301	301	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1990													
154	152	303	303	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1991													
154	152	607/2	607/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1992													
154	152	304	304	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1993													
154	152	609/2	609/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1994													
155	153	305	305	0.0	0	0	Dynamic	2/4	1	1	0					p												
155	153	305	305	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1995									300				
155	153	1223/4	1223/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1996													
155	153	306	306	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1997									301				
155	153	1227/4	1227/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1998													
155	153	1221/4	1221/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1999									302				
155	153	611/2	611/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2000													
155	153	1225/4	1225/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	2001									303				
155	153	613/2	613/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	2002													
156	154	307	307	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	2003									304				
156	154	1231/4	1231/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2004													
156	154	308	308	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2005									305				
156	154	1233/4	1233/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2006													
156	154	617/2	617/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2007									306				
156	154	1235/4	1235/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2008													
156	154	1229/4	1229/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	2009									307				
156	154	615/2	615/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2010													
157	155	309	309	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2011									308				
157	155	1237/4	1237/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2012													
157	155	619/2	619/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2013									309				
157	155	1239/4	1239/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2014													
157	155	310	310	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2015									310				
157	155	1241/4	1241/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2016													
157	155	621/2	621/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2017									311				
157	155	1243/4	1243/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2018													
158	156	311	311	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2019									312				
158	156	312	312	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2020													
158	156	623/2	623/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2021		articStaccatoBelow											
158	156	312	312	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2022		articStaccatoBelow											
158	156	625/2	625/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2023		articStaccatoBelow											
159	157	313	313	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	2024									313				
159	157	1255/4	1255/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2025													
159	157	314	314	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	2026									314				
159	157	1259/4	1259/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2027													
159	157	1253/4	1253/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	2028									315				
159	157	627/2	627/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2029													
159	157	1257/4	1257/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	2030									316				
159	157	629/2	629/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	2031													
160	158	315	315	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	2032									317				
160	158	1263/4	1263/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2033													
160	158	316	316	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2034									318				
160	158	1265/4	1265/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2035													
160	158	633/2	633/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2036									319				
160	158	1267/4	1267/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2037													
160	158	1261/4	1261/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	2038									320				
160	158	631/2	631/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2039													
161	159	317	317	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2040									321				
161	159	1269/4	1269/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2041													
161	159	635/2	635/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2042									322				
161	159	1271/4	1271/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2043													
161	159	318	318	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2044									323				
161	159	1273/4	1273/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2045													
161	159	637/2	637/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2046									324				
161	159	1275/4	1275/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2047													
162	160	319	319	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2048									325				
162	160	639/2	639/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2049									325				
162	160	320	320	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2050									325				
162	160	641/2	641/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2051													
162	160	1277/4	1277/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	2052									326				
162	160	639/2	639/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2053									326				
162	160	1279/4	1279/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2054									326				
162	160	320	320	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	2055									326				
162	160	1281/4	1281/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	2056									326				
162	160	641/2	641/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	2057									326				
162	160	1283/4	1283/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	2058													
163	161	321	321	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2059									327				
163	161	643/2	643/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2060									327				
163	161	322	322	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2061									327				
163	161	645/2	645/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2062													
163	161	1285/4	1285/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	2063									328				
163	161	643/2	643/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2064									328				
163	161	1287/4	1287/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2065									328				
163	161	322	322	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	2066									328				
163	161	1289/4	1289/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	2067									328				
163	161	645/2	645/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	2068									328				
163	161	1291/4	1291/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	2069													
164	162	323	323	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2070									329				
164	162	647/2	647/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2071									329				
164	162	324	324	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2072									329				
164	162	649/2	649/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2073													
164	162	323	323	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	2074													
164	162	1293/4	1293/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	2075													
164	162	647/2	647/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	2076													
164	162	1295/4	1295/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2077													
164	162	324	324	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	2078													
164	162	1297/4	1297/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	2079													
164	162	649/2	649/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	2080													
164	162	1299/4	1299/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2081													
164	162	323	323	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	2082									330				
164	162	324	324	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2083													
165	163	325	325	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2084													
165	163	325	325	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	2085													
165	163	1301/4	1301/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	2086													
165	163	325	325	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2087													
165	163	651/2	651/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2088									331				
165	163	1303/4	1303/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2089									331				
165	163	326	326	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	2090									331				
165	163	1305/4	1305/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	2091									331				
165	163	653/2	653/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	2092									331				
165	163	1307/4	1307/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	2093													
166	164	327	327	0.0	0	0	Spanner	2/4	1	1	0																	3
166	164	327	327	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2094									332				3
166	164	655/2	655/2	0.0	1/8	1/8	Spanner	2/4	1	1	0													332				
166	164	655/2	655/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2095									332				
166	164	328	328	0.0	1/4	1/4	Spanner	2/4	1	1	0													332	2			
166	164	328	328	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2096									332	2			
166	164	657/2	657/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																	
166	164	657/2	657/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2097													
166	164	327	327	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	2098									333				
166	164	1309/4	1309/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	2099									333				
166	164	655/2	655/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2100									333				
166	164	1311/4	1311/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2101									333				
166	164	328	328	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	2102									333				
166	164	1313/4	1313/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	2103									333				
166	164	657/2	657/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	2104									333				
166	164	1315/4	1315/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	2105													
167	165	329	329	0.0	0	0	Spanner	2/4	1	1	0																	4
167	165	329	329	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2106									334				4
167	165	659/2	659/2	0.0	1/8	1/8	Spanner	2/4	1	1	0													334				
167	165	659/2	659/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2107									334				
167	165	330	330	0.0	1/4	1/4	Spanner	2/4	1	1	0													334	3			
167	165	330	330	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2108									334	3			
167	165	661/2	661/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																	
167	165	661/2	661/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2109													
167	165	329	329	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	2110									335				
167	165	1317/4	1317/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	2111									335				
167	165	659/2	659/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2112									335				
167	165	1319/4	1319/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2113									335				
167	165	330	330	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	2114									335				
167	165	1321/4	1321/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	2115									335				
167	165	661/2	661/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	2116									335				
167	165	1323/4	1323/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	2117													
168	166	331	331	0.0	0	0	StaffText	2/4	1	1	0							cresc.										
168	166	331	331	0.0	0	0	Spanner	2/4	1	1	0															9		
168	166	331	331	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2118											9		
168	166	663/2	663/2	0.0	1/8	1/8	Spanner	2/4	1	1	0																	
168	166	663/2	663/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	2119													
168	166	665/2	665/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2120													
168	166	331	331	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	2121									336				
168	166	1325/4	1325/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	2122									336				
168	166	663/2	663/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2123									336				
168	166	1327/4	1327/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2124									336				
168	166	332	332	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	2125									336				
168	166	1329/4	1329/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	2126									336				
168	166	665/2	665/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	2127									336				
168	166	1331/4	1331/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	2128									336				
169	167	333	333	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2129		articStaccatoAbove											
169	167	667/2	667/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2130		articStaccatoAbove							337				
169	167	334	334	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2131		articStaccatoAbove							337				
169	167	669/2	669/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2132		articStaccatoAbove											
169	167	333	333	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	2133									336				
169	167	1333/4	1333/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	2134									336				
169	167	667/2	667/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	2135									336				
169	167	1335/4	1335/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	2136									336				
169	167	334	334	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	2137									336				
169	167	1337/4	1337/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	2138									336				
169	167	669/2	669/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	2139									336				
169	167	1339/4	1339/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	2140													
170	168	335	335	0.0	0	0	Dynamic	2/4	1	1	0					p												
170	168	335	335	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2141													
170	168	2681/8	2681/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2142													
170	168	1341/4	1341/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2143													
170	168	2683/8	2683/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2144													
170	168	671/2	671/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2145													
170	168	2685/8	2685/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2146													
170	168	1343/4	1343/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2147													
170	168	2687/8	2687/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2148													
170	168	336	336	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2149													
170	168	2689/8	2689/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2150													
170	168	1345/4	1345/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2151													
170	168	2691/8	2691/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2152													
170	168	673/2	673/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	2153													
170	168	2693/8	2693/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	2154													
170	168	1347/4	1347/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	2155													
170	168	2695/8	2695/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	2156													
170	168	335	335	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2157													
170	168	336	336	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2158													
171	169	337	337	0.0	0	0	StaffText	2/4	1	1	0							cresc.										
171	169	337	337	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2159													
171	169	2697/8	2697/8	0.0	1/32	1/32	Spanner	2/4	1	1	0															10		
171	169	2697/8	2697/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2160											10		
171	169	1349/4	1349/4	0.0	1/16	1/16	Spanner	2/4	1	1	0																	
171	169	1349/4	1349/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2161													
171	169	2699/8	2699/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2162													
171	169	675/2	675/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2163													
171	169	2701/8	2701/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2164													
171	169	1351/4	1351/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2165													
171	169	2703/8	2703/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2166													
171	169	338	338	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2167													
171	169	2705/8	2705/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2168													
171	169	1353/4	1353/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2169													
171	169	2707/8	2707/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2170													
171	169	677/2	677/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	2171													
171	169	2709/8	2709/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	2172													
171	169	1355/4	1355/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	2173													
171	169	2711/8	2711/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	2174													
171	169	337	337	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2175													
171	169	338	338	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2176													
172	170	339	339	0.0	0	0	Dynamic	2/4	1	1	0					f												
172	170	339	339	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2177													
172	170	2713/8	2713/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2178													
172	170	1357/4	1357/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2179													
172	170	2715/8	2715/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2180													
172	170	679/2	679/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2181													
172	170	2717/8	2717/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2182													
172	170	1359/4	1359/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2183													
172	170	2719/8	2719/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2184													
172	170	340	340	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2185													
172	170	2721/8	2721/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2186													
172	170	1361/4	1361/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2187													
172	170	2723/8	2723/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2188													
172	170	681/2	681/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	2189													
172	170	2725/8	2725/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	2190													
172	170	1363/4	1363/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	2191													
172	170	2727/8	2727/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	2192													
172	170	339	339	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2193													
173	171	341	341	0.0	0	0	Dynamic	2/4	1	1	0					sf												
173	171	341	341	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2194									338				
173	171	342	342	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2195													
173	171	341	341	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	2196									339				
173	171	342	342	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2197													
173	171	341	341	2.0	0	0	Chord	2/4	2	3	1/2		1/2	1	2198													
174	172	343	343	0.0	0	0	Dynamic	2/4	1	1	0					f												
174	172	343	343	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2199													
174	172	2745/8	2745/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2200													
174	172	1373/4	1373/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2201													
174	172	2747/8	2747/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2202													
174	172	687/2	687/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2203													
174	172	2749/8	2749/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2204													
174	172	1375/4	1375/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2205													
174	172	2751/8	2751/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2206													
174	172	344	344	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2207													
174	172	2753/8	2753/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2208													
