mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin
62	60	541/3	541/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	452														2	
62	60	542/3	542/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	453														2	
62	60	178	178	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	454								108							
62	60	180	180	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	455								108							
63	61	181	181	0.0	0	0	Dynamic	3/4	1	1	0				p														
63	61	181	181	0.0	0	0	Spanner	3/4	1	1	0																		
63	61	181	181	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	456															
63	61	544/3	544/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	457															
63	61	545/3	545/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	458															
63	61	182	182	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	459															
63	61	547/3	547/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	460															
63	61	548/3	548/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	461															
63	61	183	183	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	462															
63	61	550/3	550/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	463															
63	61	551/3	551/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	464															
63	61	181	181	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	465								108							
63	61	183	183	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	466								108							
64	62	184	184	0.0	0	0	Spanner	3/4	1	1	0												4	4					
64	62	184	184	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	467									4	4					
64	62	553/3	553/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	468									4	4					
64	62	554/3	554/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	469									4	4					
64	62	185	185	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	470									4	4					
64	62	556/3	556/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	471									4	4					
64	62	557/3	557/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	472									4	4					
64	62	186	186	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	473									4	4					
64	62	559/3	559/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	474									4	4					
64	62	560/3	560/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	475									4	4					
64	62	184	184	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	476															
64	62	186	186	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	477															
65	63	187	187	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	478									4	4					
65	63	189	189	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	479									4	4					
65	63	187	187	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	480															
65	63	188	188	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	481															
65	63	565/3	565/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	482															
65	63	566/3	566/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	483															
65	63	189	189	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	484															
65	63	568/3	568/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	485															
65	63	569/3	569/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	486															
66	64	190	190	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	487									4	4					
66	64	191	191	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	488								109	4	4					
66	64	192	192	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	489									4	4					
66	64	190	190	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	490															
66	64	571/3	571/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	491															
66	64	572/3	572/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	492															
66	64	191	191	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	493															
66	64	574/3	574/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	494															
66	64	575/3	575/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	495															
66	64	192	192	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	496															
66	64	577/3	577/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	497															
66	64	578/3	578/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	498															
67	65	193	193	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	499									4	4					
67	65	194	194	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	500								110	4	4					
67	65	195	195	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	501									4	4					
67	65	193	193	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	502															
67	65	580/3	580/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	503															
67	65	581/3	581/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	504															
67	65	194	194	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	505															
67	65	583/3	583/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	506															
67	65	584/3	584/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	507															
67	65	195	195	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	508															
67	65	586/3	586/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	509															
67	65	587/3	587/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	510															
68	66	196	196	0.0	0	0	Spanner	3/4	1	1	0												4	4		10			
68	66	196	196	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	511								111	4	4		10			
68	66	198	198	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	512								111	4	4		10			
68	66	196	196	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	513															
68	66	589/3	589/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	514															
68	66	590/3	590/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	515															
68	66	197	197	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	516															
68	66	592/3	592/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	517															
68	66	593/3	593/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	518															
68	66	198	198	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	519															
68	66	595/3	595/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	520															
68	66	596/3	596/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	521															
69	67	199	199	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	522								111	4	4		10			
69	67	201	201	0.0	1/2	1/2	Spanner	3/4	1	1	0											111				10			
69	67	201	201	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	523								111				10			
69	67	199	199	0.0	0	0	Spanner	3/4	2	1	0												5						
69	67	199	199	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	524									5						
69	67	598/3	598/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	525									5						
69	67	599/3	599/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	526									5						
69	67	200	200	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	527									5						
69	67	601/3	601/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	528									5						
69	67	602/3	602/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	529									5						
69	67	201	201	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	530									5						
69	67	604/3	604/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	531									5						
69	67	605/3	605/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	532									5						
70	68	202	202	0.0	0	0	Spanner	3/4	1	1	0											111	6	6		10			
70	68	202	202	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	533								111	6	6		10			
70	68	204	204	0.0	1/2	1/2	Dynamic	3/4	1	1	0				f							111	6	6					
70	68	204	204	0.0	1/2	1/2	Spanner	3/4	1	1	0											111	6	6					
70	68	204	204	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	534								111	6	6					
70	68	202	202	0.0	0	0	Spanner	3/4	2	1	0																		
70	68	202	202	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	535															
70	68	607/3	607/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	536															
70	68	608/3	608/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	537															
70	68	203	203	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	538															
70	68	610/3	610/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	539															
70	68	611/3	611/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	540															
70	68	204	204	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	541															
70	68	613/3	613/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	542															
70	68	614/3	614/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	543															
71	69	205	205	0.0	0	0	Spanner	3/4	1	1	0											111	6	6					20
71	69	205	205	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	544								111	6	6					20
71	69	207	207	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	545								111	6	6					20
71	69	205	205	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	546															
71	69	616/3	616/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	547															
71	69	617/3	617/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	548															
71	69	206	206	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	549															
71	69	619/3	619/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	550															
71	69	620/3	620/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	551															
71	69	207	207	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	552															
71	69	622/3	622/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	553															
71	69	623/3	623/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	554															
72	70	208	208	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	555								111	6	6					20
72	70	210	210	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	556								111	6	6					20
72	70	208	208	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	557															
72	70	625/3	625/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	558															
72	70	626/3	626/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	559															
72	70	209	209	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	560															
72	70	628/3	628/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	561															
72	70	629/3	629/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	562															
72	70	210	210	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	563															
72	70	631/3	631/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	564															
72	70	632/3	632/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	565															
73	71	211	211	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	566									6	6					20
73	71	212	212	0.0	1/4	1/4	Dynamic	3/4	1	1	0				p								6	6					
73	71	212	212	0.0	1/4	1/4	Spanner	3/4	1	1	0												6	6					
73	71	213	213	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	567									6	6					
73	71	427/2	427/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																		
73	71	211	211	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	568															
73	71	634/3	634/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	569															
73	71	635/3	635/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	570															
73	71	212	212	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	571															
73	71	213	213	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	572															
74	72	214	214	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	573															
74	72	215	215	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	574															
74	72	646/3	646/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	575															
74	72	647/3	647/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	576															
74	72	216	216	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	577															
74	72	216	216	0.3333333333333333	1/2	1/2	Chord	3/4	1	2	1/12	1/8	2/3	578															
74	72	649/3	649/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	2	1/12	1/8	2/3	579															
74	72	650/3	650/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	2	1/12	1/8	2/3	580															
74	72	214	214	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	581															
74	72	215	215	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	582								112							
74	72	216	216	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	583															
75	73	217	217	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	584															
75	73	218	218	0.0	1/4	1/4	Spanner	3/4	1	1	0												7	7					
75	73	218	218	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	585									7	7					
75	73	219	219	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	586									7	7					
75	73	217	217	0.3333333333333333	0	0	Chord	3/4	1	2	1/12	1/8	2/3	587									7	7					
75	73	652/3	652/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12	1/8	2/3	588									7	7					
75	73	653/3	653/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12	1/8	2/3	589									7	7					
75	73	218	218	0.3333333333333333	1/4	1/4	Chord	3/4	1	2	1/12	1/8	2/3	590									7	7					
75	73	655/3	655/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	2	1/12	1/8	2/3	591									7	7					
75	73	656/3	656/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	2	1/12	1/8	2/3	592									7	7					
75	73	219	219	0.3333333333333333	1/2	1/2	Chord	3/4	1	2	1/12	1/8	2/3	593									7	7					
75	73	658/3	658/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	2	1/12	1/8	2/3	594									7	7					
75	73	659/3	659/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	2	1/12	1/8	2/3	595									7	7					
75	73	217	217	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	596															
75	73	218	218	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	597								113							
75	73	219	219	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	598															
76	74	220	220	0.0	0	0	Spanner	3/4	1	1	0												7	7			5		
76	74	220	220	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	599									7	7			5		
76	74	661/3	661/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	600									7	7			5		
76	74	662/3	662/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	601									7	7			5		
76	74	221	221	0.0	1/4	1/4	SystemText	3/4	1	1	0					"<i><font size=""12""/>-        -        -         -         -           -</i>"							7	7			5		
76	74	221	221	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	602									7	7			5		
76	74	664/3	664/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	603									7	7			5		
76	74	665/3	665/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	604									7	7			5		
76	74	222	222	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	605									7	7			5		
76	74	667/3	667/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	606									7	7			5		
76	74	668/3	668/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	607									7	7			5		
76	74	220	220	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	608								114							
76	74	222	222	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	609								114							
77	75	223	223	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	610									7	7			5		
77	75	670/3	670/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	611									7	7			5		
77	75	671/3	671/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	612									7	7			5		
77	75	224	224	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	613									7	7			5		
77	75	673/3	673/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	614									7	7			5		
77	75	674/3	674/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	615									7	7			5		
77	75	225	225	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	616									7	7			5		
77	75	676/3	676/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	617									7	7			5		
77	75	677/3	677/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	618									7	7			5		
77	75	223	223	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	619								114							
77	75	225	225	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	620								114							
78	76	226	226	0.0	0	0	SystemText	3/4	1	1	0					"<i><font size=""12""/>-        -</i>"							7	7			5		
78	76	226	226	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	621									7	7			5		
78	76	679/3	679/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	622									7	7			5		
78	76	680/3	680/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	623									7	7			5		
78	76	227	227	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	624									7	7			5		
78	76	682/3	682/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	625									7	7			5		
78	76	683/3	683/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	626									7	7			5		
78	76	228	228	0.0	1/2	1/2	Spanner	3/4	1	1	0																5		
78	76	228	228	0.0	1/2	1/2	Spanner	3/4	1	1	0												8	8			5		
78	76	228	228	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	627									8	8			5		
78	76	685/3	685/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	628									8	8			5		
78	76	686/3	686/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	629									8	8			5		
78	76	226	226	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	630								114							
78	76	228	228	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	631								114							
79	77	229	229	0.0	0	0	Dynamic	3/4	1	1	0				mf								8	8					
79	77	229	229	0.0	0	0	Spanner	3/4	1	1	0												8	8					
79	77	229	229	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	632									8	8					
79	77	688/3	688/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	633									8	8					
79	77	689/3	689/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	634									8	8					
79	77	230	230	0.0	1/4	1/4	Spanner	3/4	1	1	0												8	8				3	
79	77	230	230	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	635									8	8				3	
79	77	691/3	691/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	636									8	8				3	
79	77	692/3	692/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	637									8	8				3	
79	77	231	231	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	638									8	8				3	
79	77	694/3	694/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	639									8	8				3	
79	77	695/3	695/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	640									8	8				3	
79	77	229	229	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	641								114							
79	77	231	231	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	642								114							
80	78	232	232	0.0	0	0	Dynamic	3/4	1	1	0				p								8	8					
80	78	232	232	0.0	0	0	Spanner	3/4	1	1	0												8	8					
80	78	232	232	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	643									8	8					
80	78	697/3	697/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	644									8	8					
80	78	698/3	698/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	645									8	8					
80	78	233	233	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	646									8	8					
80	78	700/3	700/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	647									8	8					
80	78	701/3	701/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	648									8	8					
80	78	234	234	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	649									8	8					
80	78	703/3	703/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	650									8	8					
80	78	704/3	704/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	651									8	8					
80	78	232	232	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	652								114							
80	78	234	234	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	653								114							
81	79	235	235	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	654									8	8					
81	79	706/3	706/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	655									8	8					
81	79	707/3	707/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	656									8	8					
81	79	236	236	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	657									8	8					
81	79	709/3	709/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	658									8	8					
81	79	710/3	710/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	659									8	8					
81	79	237	237	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	660									8	8					
81	79	712/3	712/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	661									8	8					
81	79	713/3	713/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	662									8	8					
81	79	235	235	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	663															
82	80	238	238	0.0	0	0	Dynamic	3/4	1	1	0				pp								8	8					
82	80	238	238	0.0	0	0	Tempo	3/4	1	1	0						𝅘𝅥=202	202.0	𝅘𝅥	202.0	0.0		8	8					
82	80	238	238	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	664									8	8					
82	80	239	239	0.0	1/4	1/4	Tempo	3/4	1	1	0						𝅘𝅥=190	190.0	𝅘𝅥	190.0	0.0		8	8					
82	80	240	240	0.0	1/2	1/2	Tempo	3/4	1	1	0						𝅘𝅥=170	170.0	𝅘𝅥	170.0	0.0		8	8					
82	80	722/3	722/3	0.0	2/3	2/3	Tempo	3/4	1	1	0						𝅘𝅥=140	140.0	𝅘𝅥	140.0	0.0		8	8					
82	80	238	238	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	665															
82	80	715/3	715/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	666															
82	80	716/3	716/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	667															
82	80	239	239	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	668															
82	80	718/3	718/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	669															
82	80	719/3	719/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	670															
82	80	240	240	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	671															
82	80	721/3	721/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	672															
82	80	722/3	722/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	673															
83	81	241	241	0.0	0	0	SystemText	2/4	1	1	0					"<b><font size=""12""/>Presto.</b>"													
83	81	241	241	0.0	0	0	Dynamic	2/4	1	1	0				p														
83	81	241	241	0.0	0	0	Tempo	2/4	1	1	0						𝅘𝅥=293	293.0	𝅘𝅥	293.0	0.0								
83	81	241	241	0.0	0	0	Spanner	2/4	1	1	0																		
83	81	241	241	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	674															
83	81	242	242	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	675															
83	81	241	241	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	676															
83	81	242	242	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	677															
84	82	243	243	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	678															
84	82	244	244	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	679															
