mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_line
167	164	655	663	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1823												
167	164	1311/2	1327/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1824												
167	164	652	660	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1825												
168	165	656	664	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1826												
168	165	1313/2	1329/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1827												
168	165	657	665	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1828												
168	165	1315/2	1331/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1829												
168	165	658	666	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1830												
168	165	1317/2	1333/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1831												
168	165	659	667	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1832												
168	165	1319/2	1335/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1833												
168	165	656	664	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1834												
169	166	660	668	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1835												
169	166	1321/2	1337/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1836												
169	166	661	669	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1837												
169	166	1323/2	1339/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1838												
169	166	662	670	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1839												
169	166	1325/2	1341/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1840												
169	166	663	671	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1841												
169	166	1327/2	1343/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1842												
169	166	660	668	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1843												
170	167	664	672	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1844												
170	167	666	674	0.0		1/2	1/2	Dynamic	2/2	1	1	0						pp										
170	167	666	674	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1845	pp								88			
170	167	1333/2	1349/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1846									88			
170	167	667	675	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1847									88			
170	167	1335/2	1351/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1848									88			
170	167	664	672	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1849												
170	167	1329/2	1345/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1850												
170	167	665	673	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1851												
170	167	1331/2	1347/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1852												
170	167	666	674	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1853												
170	167	1333/2	1349/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1854												
170	167	667	675	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1855												
170	167	1335/2	1351/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1856												
171	168	668	676	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1857									88			
171	168	1337/2	1353/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1858									88			
171	168	669	677	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1859									88			
171	168	1339/2	1355/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1860									88			
171	168	670	678	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1861									88			
171	168	1341/2	1357/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1862									88			
171	168	671	679	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1863									88			
171	168	1343/2	1359/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1864									88			
171	168	668	676	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1865												
171	168	1337/2	1353/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1866												
171	168	669	677	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1867												
171	168	1339/2	1355/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1868												
171	168	670	678	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1869												
171	168	1341/2	1357/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1870												
171	168	671	679	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1871												
171	168	1343/2	1359/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1872												
172	169	672	680	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1873									88			
172	169	1345/2	1361/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1874									88			
172	169	673	681	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1875									88			
172	169	1347/2	1363/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1876									88			
172	169	674	682	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1877									88			
172	169	1349/2	1365/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1878									88			
172	169	675	683	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1879									88			
172	169	1351/2	1367/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1880									88			
172	169	672	680	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1881												
172	169	1345/2	1361/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1882												
172	169	673	681	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1883												
172	169	1347/2	1363/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1884												
172	169	674	682	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1885												
172	169	1349/2	1365/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1886												
172	169	675	683	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1887												
172	169	1351/2	1367/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1888												
173	170	676	684	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1889									88			
173	170	1353/2	1369/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1890									88			
173	170	677	685	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1891									88			
173	170	1355/2	1371/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1892									88			
173	170	678	686	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1893									88			
173	170	1357/2	1373/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1894									88			
173	170	679	687	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1895									88			
173	170	1359/2	1375/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1896									88			
173	170	676	684	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1897												
173	170	1353/2	1369/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1898												
173	170	677	685	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1899												
173	170	1355/2	1371/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1900												
173	170	678	686	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1901												
173	170	1357/2	1373/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1902												
173	170	679	687	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1903												
173	170	1359/2	1375/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1904												
174	171	680	688	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1905												
174	171	681	689	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1906			articStaccatoBelow									
174	171	682	690	0.0		1/2	1/2	Spanner	2/2	1	1	0																11
174	171	682	690	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1907			articStaccatoBelow									11
174	171	683	691	0.0		3/4	3/4	Spanner	2/2	1	1	0																
174	171	683	691	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1908			articStaccatoBelow									
174	171	680	688	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1909												
174	171	1361/2	1377/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1910												
174	171	681	689	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1911												
174	171	1363/2	1379/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1912												
174	171	682	690	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1913												
174	171	1365/2	1381/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1914												
174	171	683	691	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1915												
174	171	1367/2	1383/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1916												
175	172	684	692	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1917			articStaccatoBelow									
175	172	685	693	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1918			articStaccatoAbove									
175	172	686	694	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1919			articStaccatoAbove									
175	172	687	695	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1920			articStaccatoAbove									
175	172	684	692	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1921												
175	172	1369/2	1385/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1922												
175	172	685	693	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1923												
175	172	1371/2	1387/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1924												
175	172	686	694	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1925												
175	172	1373/2	1389/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1926												
175	172	687	695	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1927												
175	172	1375/2	1391/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1928												
176	173	688	696	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1929			articStaccatoAbove									
176	173	689	697	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1930			articStaccatoAbove									
176	173	690	698	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf										
176	173	690	698	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1931												
176	173	688	696	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1932												
176	173	689	697	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	1933												
176	173	691	699	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1934												
176	173	688	696	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	1935												
176	173	690	698	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1936												
177	174	692	700	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	1937												
177	174	694	702	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1938			ornamentTrill									
177	174	692	700	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1939												
177	174	693	701	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	1940												
177	174	695	703	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1941												
177	174	692	700	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	1942												
177	174	694	702	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1943												
178	175	696	704	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1944												
178	175	698	706	0.0		1/2	1/2	Dynamic	2/2	1	1	0						pp										
178	175	698	706	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1945	pp								89			
178	175	1397/2	1413/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1946									89			
178	175	699	707	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1947									89			
178	175	1399/2	1415/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1948									89			
178	175	696	704	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1949												
178	175	1393/2	1409/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1950												
178	175	697	705	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1951												
178	175	1395/2	1411/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1952												
178	175	698	706	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1953												
178	175	1397/2	1413/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1954												
178	175	699	707	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1955												
178	175	1399/2	1415/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1956												
179	176	700	708	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1957									89			
179	176	1401/2	1417/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1958									89			
179	176	701	709	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1959									89			
179	176	1403/2	1419/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1960									89			
179	176	702	710	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1961									89			
179	176	1405/2	1421/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1962									89			
179	176	703	711	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1963									89			
179	176	1407/2	1423/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1964									89			
179	176	700	708	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1965												
179	176	1401/2	1417/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1966												
179	176	701	709	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1967												
179	176	1403/2	1419/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1968												
179	176	702	710	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1969												
179	176	1405/2	1421/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1970												
179	176	703	711	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1971												
179	176	1407/2	1423/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1972												
180	177	704	712	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1973									89			
180	177	1409/2	1425/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1974									89			
180	177	705	713	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1975									89			
180	177	1411/2	1427/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1976									89			
180	177	706	714	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1977									89			
180	177	1413/2	1429/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1978									89			
180	177	707	715	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1979									89			
180	177	1415/2	1431/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1980									89			
180	177	704	712	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1981												
180	177	1409/2	1425/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1982												
180	177	705	713	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1983												
180	177	1411/2	1427/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1984												
180	177	706	714	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1985												
180	177	1413/2	1429/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1986												
180	177	707	715	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1987												
180	177	1415/2	1431/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1988												
181	178	708	716	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1989									89			
181	178	1417/2	1433/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1990									89			
181	178	709	717	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1991									89			
181	178	1419/2	1435/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1992									89			
181	178	710	718	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1993									89			
181	178	1421/2	1437/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1994									89			
181	178	711	719	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1995									89			
181	178	1423/2	1439/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1996									89			
181	178	708	716	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1997												
181	178	1417/2	1433/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1998												
181	178	709	717	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1999												
181	178	1419/2	1435/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2000												
181	178	710	718	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2001												
181	178	1421/2	1437/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2002												
181	178	711	719	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2003												
181	178	1423/2	1439/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2004												
182	179	712	720	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2005												
182	179	713	721	0.0		1/4	1/4	Spanner	2/2	1	1	0																12
182	179	713	721	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2006			articStaccatoBelow									12
182	179	714	722	0.0		1/2	1/2	Spanner	2/2	1	1	0																
182	179	714	722	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2007			articStaccatoBelow									
182	179	715	723	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2008			articStaccatoBelow									
182	179	712	720	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2009												
182	179	1425/2	1441/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2010												
182	179	713	721	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2011												
182	179	1427/2	1443/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2012												
182	179	714	722	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2013												
182	179	1429/2	1445/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2014												
182	179	715	723	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2015												
182	179	1431/2	1447/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2016												
183	180	716	724	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2017			articStaccatoBelow									
183	180	717	725	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2018			articStaccatoAbove									
183	180	718	726	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2019			articStaccatoAbove									
183	180	719	727	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2020			articStaccatoAbove									
183	180	716	724	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2021												
183	180	1433/2	1449/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2022												
183	180	717	725	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2023												
183	180	1435/2	1451/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2024												
183	180	718	726	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2025												
183	180	1437/2	1453/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2026												
183	180	719	727	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2027												
183	180	1439/2	1455/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2028												
184	181	720	728	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2029			articStaccatoAbove									
184	181	721	729	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2030			articStaccatoAbove									
184	181	722	730	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf										
184	181	722	730	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2031												
184	181	720	728	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2032												
184	181	721	729	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	2033												
184	181	723	731	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2034												
184	181	720	728	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	2035									90			
184	181	722	730	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	2036									90			
185	182	724	732	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2037												
185	182	726	734	0.0		1/2	1/2	Chord	2/2	1	1	0	grace16after	1/16	1	2038												
185	182	726	734	0.0		1/2	1/2	Chord	2/2	1	1	0	grace16after	1/16	1	2039												
185	182	726	734	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2040			ornamentTrill									
185	182	724	732	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2041												
185	182	725	733	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	2042												
185	182	727	735	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2043												
185	182	724	732	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	2044									90			
185	182	726	734	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	2045												
186	183	728	736	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2046			articStaccatoAbove									
186	183	729	737	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2047			articStaccatoAbove									
186	183	730	738	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf										
186	183	730	738	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2048												
186	183	728	736	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2049												
186	183	729	737	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	2050												
186	183	731	739	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2051												
186	183	728	736	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	2052									91			
186	183	730	738	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	2053									91			
187	184	732	740	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2054												
187	184	734	742	0.0		1/2	1/2	Chord	2/2	1	1	0	grace16after	1/16	1	2055												
187	184	734	742	0.0		1/2	1/2	Chord	2/2	1	1	0	grace16after	1/16	1	2056												
187	184	734	742	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2057			ornamentTrill									
187	184	732	740	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2058												
187	184	733	741	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	2059												
187	184	735	743	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2060												
187	184	732	740	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	2061									91			
187	184	734	742	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	2062												
188	185	736	744	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2063			articStaccatoAbove									
188	185	737	745	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2064			articStaccatoAbove									
188	185	738	746	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf										
188	185	738	746	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2065												
188	185	736	744	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2066												
188	185	737	745	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	2067												
188	185	739	747	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2068												
188	185	736	744	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	2069									92			
188	185	738	746	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	2070									92			
189	186	740	748	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2071												
189	186	742	750	0.0		1/2	1/2	Chord	2/2	1	1	0	grace16after	1/16	1	2072												
189	186	742	750	0.0		1/2	1/2	Chord	2/2	1	1	0	grace16after	1/16	1	2073												
189	186	742	750	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2074			ornamentTrill									
189	186	740	748	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2075												
189	186	741	749	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	2076												
189	186	743	751	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2077												
189	186	740	748	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	2078									92			
189	186	742	750	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	2079												
190	187	744	752	0.0		0	0	Dynamic	2/2	1	1	0						fp										
190	187	744	752	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2080												
190	187	1489/2	1505/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2081												
190	187	745	753	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2082												
190	187	1491/2	1507/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2083												
190	187	746	754	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2084												
190	187	1493/2	1509/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2085												
190	187	747	755	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2086												
190	187	1495/2	1511/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2087												
190	187	744	752	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2088												
191	188	748	756	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2089												
191	188	1497/2	1513/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2090												
191	188	749	757	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2091												
191	188	1499/2	1515/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2092												
191	188	750	758	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2093												
191	188	1501/2	1517/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2094												
191	188	751	759	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2095												
191	188	1503/2	1519/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2096												
192	189	752	760	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2097												
