mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line
98	98	1175/4	1175/4	0.125	11/16	11/16	Chord	6/8	1	1	1/32			1/32	1	1817									109					15			
98	98	2351/8	2351/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32			1/32	1	1818														15			
98	98	291	291	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1819																	
98	98	583/2	583/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1820																	
98	98	292	292	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1821																	
98	98	585/2	585/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1822																	
98	98	293	293	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1823																	
98	98	587/2	587/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1824																	
99	99	294	294	0.0	0	0	Spanner	6/8	1	1	0																						
99	99	294	294	0.0	0	0	Spanner	6/8	1	1	0																					20	
99	99	294	294	0.125	0	0	Chord	6/8	1	1	1/32			1/32	1	1825									110							20	
99	99	2353/8	2353/8	0.125	1/32	1/32	Chord	6/8	1	1	1/32			1/32	1	1826									110							20	
99	99	1177/4	1177/4	0.125	1/16	1/16	Chord	6/8	1	1	1/32			1/32	1	1827									110							20	
99	99	2355/8	2355/8	0.125	3/32	3/32	Chord	6/8	1	1	1/32			1/32	1	1828									110							20	
99	99	589/2	589/2	0.0	1/8	1/8	Tempo	6/8	1	1	0									𝅘𝅥𝅮=87	44.0	𝅘𝅥𝅮	87.0	0.0	110								
99	99	589/2	589/2	0.0	1/8	1/8	Spanner	6/8	1	1	0														110								
99	99	589/2	589/2	0.0	1/8	1/8	Spanner	6/8	1	1	0														110					16			
99	99	589/2	589/2	0.125	1/8	1/8	Chord	6/8	1	1	1/32			1/32	1	1829									110					16			
99	99	2357/8	2357/8	0.125	5/32	5/32	Chord	6/8	1	1	1/32			1/32	1	1830									110					16			
99	99	1179/4	1179/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	1831									110					16			
99	99	2359/8	2359/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	1832									110					16			
99	99	295	295	0.125	1/4	1/4	Chord	6/8	1	1	1/32			1/32	1	1833									110					16			
99	99	2361/8	2361/8	0.125	9/32	9/32	Chord	6/8	1	1	1/32			1/32	1	1834									110					16			
99	99	1181/4	1181/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32			1/32	1	1835									110					16			
99	99	2363/8	2363/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32			1/32	1	1836														16			
99	99	591/2	591/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥𝅮=86	43.0	𝅘𝅥𝅮	86.0	0.0									
99	99	591/2	591/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																						
99	99	2365/8	2365/8	0.0	13/32	13/32	Spanner	6/8	1	1	0																						7
99	99	2365/8	2365/8	0.125	13/32	13/32	Chord	6/8	1	1	1/32			1/32	1	1837									111								7
99	99	1183/4	1183/4	0.125	7/16	7/16	Chord	6/8	1	1	1/32			1/32	1	1838									111								7
99	99	2367/8	2367/8	0.125	15/32	15/32	Chord	6/8	1	1	1/32			1/32	1	1839																	7
99	99	2369/8	2369/8	0.125	17/32	17/32	Chord	6/8	1	1	1/32			1/32	1	1840									112								7
99	99	1185/4	1185/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32			1/32	1	1841									112								7
99	99	2371/8	2371/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32			1/32	1	1842																	7
99	99	2373/8	2373/8	0.125	21/32	21/32	Chord	6/8	1	1	1/32			1/32	1	1843									113								7
99	99	1187/4	1187/4	0.125	11/16	11/16	Chord	6/8	1	1	1/32			1/32	1	1844									113								7
99	99	2375/8	2375/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32			1/32	1	1845																	7
99	99	294	294	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1846																	
99	99	589/2	589/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1847																	
99	99	295	295	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1848																	
99	99	591/2	591/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1849																	
99	99	296	296	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1850																	
99	99	593/2	593/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1851																	
100	100	297	297	0.0	0	0	Dynamic	6/8	1	1	0						p																
100	100	297	297	0.0	0	0	Spanner	6/8	1	1	0																						
100	100	2377/8	2377/8	0.125	1/32	1/32	Chord	6/8	1	1	1/32			1/32	1	1852									114								
100	100	1189/4	1189/4	0.125	1/16	1/16	Chord	6/8	1	1	1/32			1/32	1	1853									114								
100	100	2379/8	2379/8	0.125	3/32	3/32	Chord	6/8	1	1	1/32			1/32	1	1854																	
100	100	2381/8	2381/8	0.125	5/32	5/32	Chord	6/8	1	1	1/32			1/32	1	1855									115								
100	100	1191/4	1191/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	1856									115								
100	100	2383/8	2383/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	1857																	
100	100	2385/8	2385/8	0.125	9/32	9/32	Chord	6/8	1	1	1/32			1/32	1	1858									116								
100	100	1193/4	1193/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32			1/32	1	1859									116								
100	100	2387/8	2387/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32			1/32	1	1860																	
100	100	2389/8	2389/8	0.125	13/32	13/32	Chord	6/8	1	1	1/32			1/32	1	1861									117								
100	100	1195/4	1195/4	0.125	7/16	7/16	Chord	6/8	1	1	1/32			1/32	1	1862									117								
100	100	2391/8	2391/8	0.125	15/32	15/32	Chord	6/8	1	1	1/32			1/32	1	1863																	
100	100	299	299	0.0	1/2	1/2	Spanner	6/8	1	1	0																				12		
100	100	2393/8	2393/8	0.125	17/32	17/32	Chord	6/8	1	1	1/32			1/32	1	1864									118						12		
100	100	1197/4	1197/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32			1/32	1	1865									118						12		
100	100	2395/8	2395/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32			1/32	1	1866															12		
100	100	2397/8	2397/8	0.125	21/32	21/32	Chord	6/8	1	1	1/32			1/32	1	1867									119						12		
100	100	1199/4	1199/4	0.125	11/16	11/16	Chord	6/8	1	1	1/32			1/32	1	1868									119						12		
100	100	2399/8	2399/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32			1/32	1	1869															12		
100	100	297	297	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1870																	
100	100	595/2	595/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1871																	
100	100	298	298	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1872																	
100	100	597/2	597/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1873																	
100	100	299	299	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1874																	
100	100	599/2	599/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1875																	
101	101	300	300	0.0	0	0	Dynamic	6/8	1	1	0						mp																
101	101	300	300	0.0	0	0	Spanner	6/8	1	1	0																						
101	101	2401/8	2401/8	0.0	1/32	1/32	Spanner	6/8	1	1	0																			17			
101	101	2401/8	2401/8	0.125	1/32	1/32	Chord	6/8	1	1	1/32			1/32	1	1876									120					17			
101	101	1201/4	1201/4	0.125	1/16	1/16	Chord	6/8	1	1	1/32			1/32	1	1877									120					17			
101	101	2403/8	2403/8	0.125	3/32	3/32	Chord	6/8	1	1	1/32			1/32	1	1878														17			
101	101	2405/8	2405/8	0.125	5/32	5/32	Chord	6/8	1	1	1/32			1/32	1	1879									121					17			
101	101	1203/4	1203/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	1880									121					17			
101	101	2407/8	2407/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	1881														17			
101	101	2409/8	2409/8	0.125	9/32	9/32	Chord	6/8	1	1	1/32			1/32	1	1882									122					17			
101	101	1205/4	1205/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32			1/32	1	1883									122					17			
101	101	2411/8	2411/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32			1/32	1	1884														17			
101	101	2413/8	2413/8	0.125	13/32	13/32	Chord	6/8	1	1	1/32			1/32	1	1885									123					17			
101	101	1207/4	1207/4	0.125	7/16	7/16	Chord	6/8	1	1	1/32			1/32	1	1886									123					17			
101	101	2415/8	2415/8	0.125	15/32	15/32	Chord	6/8	1	1	1/32			1/32	1	1887														17			
101	101	302	302	0.0	1/2	1/2	Spanner	6/8	1	1	0																						
101	101	2417/8	2417/8	0.0	17/32	17/32	Spanner	6/8	1	1	0																						8
101	101	2417/8	2417/8	0.125	17/32	17/32	Chord	6/8	1	1	1/32			1/32	1	1888									124								8
101	101	1209/4	1209/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32			1/32	1	1889									124								8
101	101	2419/8	2419/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32			1/32	1	1890																	8
101	101	605/2	605/2	0.0	5/8	5/8	Dynamic	6/8	1	1	0						p																
101	101	605/2	605/2	0.0	5/8	5/8	Spanner	6/8	1	1	0																						
101	101	2421/8	2421/8	0.125	21/32	21/32	Chord	6/8	1	1	1/32			1/32	1	1891									125								
101	101	1211/4	1211/4	0.125	11/16	11/16	Chord	6/8	1	1	1/32			1/32	1	1892									125								
101	101	2423/8	2423/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32			1/32	1	1893																	
101	101	300	300	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1894																	
101	101	601/2	601/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1895																	
101	101	301	301	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1896																	
101	101	603/2	603/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1897																	
101	101	302	302	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1898																	
101	101	605/2	605/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1899																	
102	102	303	303	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥=42	42.0	𝅘𝅥	42.0	0.0									
102	102	303	303	0.0	0	0	Dynamic	6/8	1	1	0						p																
102	102	303	303	0.125	0	0	Chord	6/8	1	1	1/32			1/32	1	1900									126								
102	102	2425/8	2425/8	0.125	1/32	1/32	Chord	6/8	1	1	1/32			1/32	1	1901																	
102	102	1213/4	1213/4	0.125	1/16	1/16	Chord	6/8	1	1	1/32			1/32	1	1902									127								
102	102	2427/8	2427/8	0.125	3/32	3/32	Chord	6/8	1	1	1/32			1/32	1	1903																	
102	102	607/2	607/2	0.125	1/8	1/8	Chord	6/8	1	1	1/32			1/32	1	1904									128								
102	102	2429/8	2429/8	0.125	5/32	5/32	Chord	6/8	1	1	1/32			1/32	1	1905																	
102	102	1215/4	1215/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	1906									129								
102	102	2431/8	2431/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	1907																	
102	102	304	304	0.0	1/4	1/4	Spanner	6/8	1	1	0																1						
102	102	304	304	0.125	1/4	1/4	Chord	6/8	1	1	1/32			1/32	1	1908									130		1						
102	102	2433/8	2433/8	0.125	9/32	9/32	Chord	6/8	1	1	1/32			1/32	1	1909											1						
102	102	1217/4	1217/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32			1/32	1	1910									131		1						
102	102	2435/8	2435/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32			1/32	1	1911											1						
102	102	609/2	609/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																1				13		
102	102	2437/8	2437/8	0.125	13/32	13/32	Chord	6/8	1	1	1/32			1/32	1	1912									132		1				13		
102	102	1219/4	1219/4	0.125	7/16	7/16	Chord	6/8	1	1	1/32			1/32	1	1913									132		1				13		
102	102	2439/8	2439/8	0.125	15/32	15/32	Chord	6/8	1	1	1/32			1/32	1	1914											1				13		
102	102	305	305	0.0	1/2	1/2	Spanner	6/8	1	1	0																				13		
102	102	2441/8	2441/8	0.125	17/32	17/32	Chord	6/8	1	1	1/32			1/32	1	1915									133						13		
102	102	1221/4	1221/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32			1/32	1	1916									133						13		
102	102	2443/8	2443/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32			1/32	1	1917															13		
102	102	2445/8	2445/8	0.0	21/32	21/32	Spanner	6/8	1	1	0																2				13		
102	102	2445/8	2445/8	0.125	21/32	21/32	Chord	6/8	1	1	1/32			1/32	1	1918									134		2				13		
102	102	1223/4	1223/4	0.125	11/16	11/16	Chord	6/8	1	1	1/32			1/32	1	1919									134		2				13		
102	102	2447/8	2447/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32			1/32	1	1920											2				13		
102	102	303	303	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1921																	
102	102	607/2	607/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1922																	
102	102	304	304	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1923																	
102	102	609/2	609/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1924																	
102	102	305	305	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1925																	
102	102	611/2	611/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1926																	
103	103	306	306	0.0	0	0	Spanner	6/8	1	1	0																				13		
103	103	2449/8	2449/8	0.125	1/32	1/32	Chord	6/8	1	1	1/32			1/32	1	1927									135						13		
103	103	1225/4	1225/4	0.125	1/16	1/16	Chord	6/8	1	1	1/32			1/32	1	1928									135						13		
103	103	2451/8	2451/8	0.125	3/32	3/32	Chord	6/8	1	1	1/32			1/32	1	1929															13		
103	103	613/2	613/2	0.0	1/8	1/8	Dynamic	6/8	1	1	0						mf																
103	103	613/2	613/2	0.0	1/8	1/8	Spanner	6/8	1	1	0																						
103	103	2453/8	2453/8	0.0	5/32	5/32	Spanner	6/8	1	1	0																3						
103	103	2453/8	2453/8	0.0	5/32	5/32	Spanner	6/8	1	1	0																3			18			
103	103	2453/8	2453/8	0.125	5/32	5/32	Chord	6/8	1	1	1/32			1/32	1	1930									136		3			18			
103	103	1227/4	1227/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	1931									136		3			18			
103	103	2455/8	2455/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	1932											3			18			
103	103	307	307	0.0	1/4	1/4	Spanner	6/8	1	1	0																			18			
103	103	307	307	0.125	1/4	1/4	Chord	6/8	1	1	1/32			1/32	1	1933									137					18			
103	103	2457/8	2457/8	0.125	9/32	9/32	Chord	6/8	1	1	1/32			1/32	1	1934														18			
103	103	1229/4	1229/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32			1/32	1	1935									138					18			
103	103	2459/8	2459/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32			1/32	1	1936														18			
103	103	615/2	615/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																						
103	103	615/2	615/2	0.125	3/8	3/8	Chord	6/8	1	1	1/32			1/32	1	1937									139								
103	103	2461/8	2461/8	0.125	13/32	13/32	Chord	6/8	1	1	1/32			1/32	1	1938																	
103	103	1231/4	1231/4	0.125	7/16	7/16	Chord	6/8	1	1	1/32			1/32	1	1939									140								
103	103	2463/8	2463/8	0.125	15/32	15/32	Chord	6/8	1	1	1/32			1/32	1	1940																	
103	103	308	308	0.0	1/2	1/2	Dynamic	6/8	1	1	0						p																
103	103	308	308	0.0	1/2	1/2	Tempo	6/8	1	1	0									𝅘𝅥𝅮=86	43.0	𝅘𝅥𝅮	86.0	0.0									
103	103	308	308	0.125	1/2	1/2	Chord	6/8	1	1	1/32			1/32	1	1941									141								
103	103	2465/8	2465/8	0.125	17/32	17/32	Chord	6/8	1	1	1/32			1/32	1	1942																	
103	103	1233/4	1233/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32			1/32	1	1943									142								
103	103	2467/8	2467/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32			1/32	1	1944																	
103	103	617/2	617/2	0.0	5/8	5/8	Tempo	6/8	1	1	0									𝅘𝅥𝅮=87	44.0	𝅘𝅥𝅮	87.0	0.0									
103	103	617/2	617/2	0.125	5/8	5/8	Chord	6/8	1	1	1/32			1/32	1	1945									143								
103	103	2469/8	2469/8	0.125	21/32	21/32	Chord	6/8	1	1	1/32			1/32	1	1946																	
103	103	1235/4	1235/4	0.125	11/16	11/16	Chord	6/8	1	1	1/32			1/32	1	1947									144								
103	103	2471/8	2471/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32			1/32	1	1948																	
103	103	306	306	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1949																	
103	103	613/2	613/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1950																	
103	103	307	307	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1951																	
103	103	615/2	615/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1952																	
103	103	308	308	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1953																	
103	103	1233/4	1233/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1954																	
103	103	617/2	617/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1955																	
103	103	1235/4	1235/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1956																	
104	104	309	309	0.0	0	0	Dynamic	6/8	1	1	0						p																
104	104	309	309	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0									
104	104	309	309	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1957																	
104	104	619/2	619/2	0.0	1/8	1/8	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0									
104	104	619/2	619/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1958																	
104	104	310	310	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1959																	
104	104	621/2	621/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																						9
104	104	621/2	621/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1960																	9
104	104	311	311	0.0	1/2	1/2	SystemText	6/8	1	1	0								"<i><font size=""12""/>poco</i>"														9
104	104	311	311	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1961																	9
104	104	623/2	623/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1962																	9
104	104	309	309	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	1963																	
104	104	1237/4	1237/4	0.5	1/16	1/16	Chord	6/8	2	1	1/8			1/8	1	1964																	
104	104	1239/4	1239/4	0.5	3/16	3/16	Chord	6/8	2	1	1/8			1/8	1	1965																	
104	104	1241/4	1241/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	1966																	
104	104	621/2	621/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1967																	
104	104	1243/4	1243/4	0.5	7/16	7/16	Chord	6/8	2	1	1/8			1/8	1	1968									145								
104	104	1245/4	1245/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1969									145								
104	104	623/2	623/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1970									145								
104	104	1247/4	1247/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1971																	
105	105	312	312	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>a          poco</i>"														9
105	105	312	312	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1972									146								9
105	105	627/2	627/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	1973									147								9
105	105	1257/4	1257/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1974									147								9
105	105	629/2	629/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1975									147								9
105	105	1259/4	1259/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1976																	9
105	105	312	312	0.75	0	0	Chord	6/8	1	2	3/16			1/8	3/2	1977																	9
105	105	1251/4	1251/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16			1/16	1	1978																	9
105	105	313	313	0.25	1/4	1/4	Chord	6/8	1	2	1/16			1/16	1	1979																	9
105	105	1253/4	1253/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16			1/16	1	1980																	9
105	105	312	312	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	1981									148								
105	105	1249/4	1249/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	1982									148								
105	105	625/2	625/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	1983									148								
105	105	1251/4	1251/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1984									148								
105	105	313	313	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	1985									148								
105	105	1253/4	1253/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	1986																	
105	105	627/2	627/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1987									149								
105	105	1255/4	1255/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1988									149								
105	105	314	314	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1989									149								
105	105	1257/4	1257/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1990									149								
105	105	629/2	629/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1991									149								
105	105	1259/4	1259/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1992																	
106	106	315	315	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1993																	9
106	106	631/2	631/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1994									150								9
106	106	316	316	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1995																	9
106	106	633/2	633/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1996									151								9
106	106	317	317	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1997									151								9
106	106	635/2	635/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1998																	9
106	106	315	315	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	1999																	
106	106	1261/4	1261/4	0.5	1/16	1/16	Chord	6/8	2	1	1/8			1/8	1	2000																	
106	106	1263/4	1263/4	0.5	3/16	3/16	Chord	6/8	2	1	1/8			1/8	1	2001																	
106	106	1265/4	1265/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	2002																	
106	106	633/2	633/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2003																	
106	106	1267/4	1267/4	0.5	7/16	7/16	Chord	6/8	2	1	1/8			1/8	1	2004									152								
106	106	1269/4	1269/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	2005									152								
106	106	635/2	635/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2006									152								
106	106	1271/4	1271/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	2007																	
107	107	318	318	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>ri      -          -           -            -           -</i>"														9
107	107	318	318	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=86	43.0	𝅘𝅥𝅮	86.0	0.0									9
107	107	318	318	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	2008									153								9
107	107	319	319	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2009																	9
107	107	639/2	639/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥𝅮=85	42.0	𝅘𝅥𝅮	85.0	0.0									9
107	107	639/2	639/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2010																	9
107	107	320	320	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	2011																	9
107	107	637/2	637/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16			1/16	1	2012									154								9
107	107	1275/4	1275/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16			1/16	1	2013									154								9
107	107	319	319	0.25	1/4	1/4	Chord	6/8	1	2	1/16			1/16	1	2014									154								9
107	107	1277/4	1277/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16			1/16	1	2015																	9
107	107	320	320	0.5	1/2	1/2	Chord	6/8	1	2	1/8			1/8	1	2016																	9
107	107	641/2	641/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	2017																	9
107	107	318	318	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	2018									155								
107	107	1273/4	1273/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	2019																	
107	107	637/2	637/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2020									156								
107	107	1275/4	1275/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2021									156								
107	107	319	319	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2022									156								
107	107	1277/4	1277/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	2023																	
107	107	639/2	639/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	2024									157								
107	107	1279/4	1279/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	2025																	
107	107	320	320	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2026																	
107	107	1281/4	1281/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	2027																	
107	107	641/2	641/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2028																	
107	107	1283/4	1283/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	2029																	
108	108	321	321	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>-           -          tar         -           -           -           -           -          dan        -          -           -         -</i>"														9
108	108	321	321	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=84	42.0	𝅘𝅥𝅮	84.0	0.0									9
108	108	321	321	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	2030																	9
108	108	321	321	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	2031									158								9
108	108	322	322	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2032																	9
108	108	645/2	645/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥𝅮=83	42.0	𝅘𝅥𝅮	83.0	0.0									9
108	108	645/2	645/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2033																	9
108	108	323	323	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2034																	9
108	108	647/2	647/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	2035									159								9
108	108	1295/4	1295/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	2036																	9
