mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	decrescendo_hairpin	diminuendo_line	crescendo_line
177	175	2785/4	2817/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	3267								
177	175	1393/2	1409/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	3268								
177	175	2787/4	2819/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	3269								
177	175	697	705	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	3270								
177	175	2789/4	2821/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	3271								
177	175	1395/2	1411/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3272								
177	175	2791/4	2823/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3273								
177	175	698	706	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	3274								
177	175	2793/4	2825/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	3275								
177	175	1397/2	1413/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	3276								
177	175	2795/4	2827/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	3277								
177	175	699	707	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	3278								
177	175	2797/4	2829/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	3279								
177	175	1399/2	1415/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	3280								
177	175	2799/4	2831/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	3281								
177	175	696	704	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	3282								
177	175	2785/4	2817/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	3283								
177	175	1393/2	1409/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	3284								
177	175	2787/4	2819/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	3285								
177	175	697	705	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	3286								
177	175	2789/4	2821/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	3287								
177	175	1395/2	1411/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	3288								
177	175	2791/4	2823/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	3289								
177	175	698	706	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	3290								
177	175	2793/4	2825/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	3291								
177	175	1397/2	1413/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3292								
177	175	2795/4	2827/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3293								
177	175	699	707	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3294								
177	175	2797/4	2829/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3295								
177	175	1399/2	1415/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3296								
177	175	2799/4	2831/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3297								
178	176	700	708	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	3298				116				
178	176	1403/2	1419/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3299				116				
178	176	2807/4	2839/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3300				116				
178	176	702	710	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	3301			articStaccatoBelow					
178	176	700	708	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	3302			articStaccatoAbove					
178	176	2801/4	2833/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	3303								
178	176	1401/2	1417/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	3304								
178	176	2803/4	2835/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	3305								
178	176	701	709	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	3306								
178	176	2805/4	2837/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	3307								
178	176	1403/2	1419/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	3308								
178	176	2807/4	2839/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	3309								
178	176	702	710	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	3310								
178	176	2809/4	2841/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	3311								
178	176	1405/2	1421/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3312								
178	176	2811/4	2843/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3313								
178	176	703	711	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3314								
178	176	2813/4	2845/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3315								
178	176	1407/2	1423/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3316								
178	176	2815/4	2847/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3317								
179	177	704	712	0.0		0	0	Chord	4/4	1	1	0	grace16	1/16	1	3318								
179	177	704	712	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	3319				117				
179	177	705	713	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	3320				117				
179	177	2821/4	2853/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	3321				117				
179	177	1411/2	1427/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3322				117				
179	177	2823/4	2855/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3323				117				
179	177	706	714	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	3324			articStaccatoAbove					
179	177	704	712	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	3325								
179	177	2817/4	2849/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	3326								
179	177	1409/2	1425/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	3327								
179	177	2819/4	2851/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	3328								
179	177	705	713	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	3329								
179	177	2821/4	2853/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	3330								
179	177	1411/2	1427/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	3331								
179	177	2823/4	2855/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	3332								
179	177	706	714	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	3333								
179	177	2825/4	2857/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	3334								
179	177	1413/2	1429/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3335								
179	177	2827/4	2859/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3336								
179	177	707	715	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3337								
179	177	2829/4	2861/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3338								
179	177	1415/2	1431/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3339								
179	177	2831/4	2863/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3340								
180	178	708	716	0.0		0	0	Dynamic	4/4	1	1	0						pp						
180	178	708	716	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	3341	pp							
180	178	2833/4	2865/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	3342								
180	178	1417/2	1433/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	3343								
180	178	2835/4	2867/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	3344								
180	178	709	717	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	3345								
180	178	2837/4	2869/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	3346								
180	178	1419/2	1435/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3347								
180	178	2839/4	2871/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3348								
180	178	710	718	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	3349								
180	178	2841/4	2873/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	3350								
180	178	1421/2	1437/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	3351								
180	178	2843/4	2875/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	3352								
180	178	711	719	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	3353								
180	178	2845/4	2877/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	3354								
180	178	1423/2	1439/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	3355								
180	178	2847/4	2879/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	3356								
180	178	708	716	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	3357								
180	178	1417/2	1433/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	3358								
180	178	2835/4	2867/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	3359								
180	178	709	717	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	3360								
180	178	2837/4	2869/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	3361								
180	178	1419/2	1435/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	3362								
180	178	2839/4	2871/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	3363								
180	178	710	718	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	3364								
180	178	2841/4	2873/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	3365								
180	178	1421/2	1437/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3366								
180	178	2843/4	2875/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3367								
180	178	711	719	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3368								
180	178	2845/4	2877/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3369								
180	178	1423/2	1439/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3370								
180	178	2847/4	2879/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3371								
181	179	712	720	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	3372								
181	179	2849/4	2881/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	3373								
181	179	1425/2	1441/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	3374								
181	179	2851/4	2883/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	3375								
181	179	713	721	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	3376								
181	179	2853/4	2885/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	3377								
181	179	1427/2	1443/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3378								
181	179	2855/4	2887/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3379								
181	179	714	722	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	3380								
181	179	2857/4	2889/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	3381								
181	179	1429/2	1445/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	3382								
181	179	2859/4	2891/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	3383								
181	179	715	723	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	3384								
181	179	2861/4	2893/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	3385								
181	179	1431/2	1447/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	3386								
181	179	2863/4	2895/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	3387								
181	179	712	720	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	3388								
181	179	2849/4	2881/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	3389								
181	179	1425/2	1441/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	3390								
181	179	2851/4	2883/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	3391								
181	179	713	721	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	3392								
181	179	2853/4	2885/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	3393								
181	179	1427/2	1443/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	3394								
181	179	2855/4	2887/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	3395								
181	179	714	722	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	3396								
181	179	2857/4	2889/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	3397								
181	179	1429/2	1445/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3398								
181	179	2859/4	2891/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3399								
181	179	715	723	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3400								
181	179	2861/4	2893/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3401								
181	179	1431/2	1447/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3402								
181	179	2863/4	2895/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3403								
182	180	716	724	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	3404				118				
182	180	1435/2	1451/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3405				118				
182	180	2871/4	2903/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3406				118				
182	180	718	726	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	3407			articStaccatoBelow					
182	180	716	724	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	3408								
182	180	2865/4	2897/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	3409								
182	180	1433/2	1449/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	3410								
182	180	2867/4	2899/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	3411								
182	180	717	725	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	3412								
182	180	2869/4	2901/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	3413								
182	180	1435/2	1451/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	3414								
182	180	2871/4	2903/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	3415								
182	180	718	726	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	3416								
182	180	2873/4	2905/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	3417								
182	180	1437/2	1453/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3418								
182	180	2875/4	2907/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3419								
182	180	719	727	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3420								
182	180	2877/4	2909/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3421								
182	180	1439/2	1455/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3422								
182	180	2879/4	2911/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3423								
183	181	720	728	0.0		0	0	Chord	4/4	1	1	0	grace16	1/16	1	3424								
183	181	720	728	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	3425				119				
183	181	721	729	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	3426				119				
183	181	2885/4	2917/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	3427				119				
183	181	1443/2	1459/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3428				119				
183	181	2887/4	2919/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3429				119				
183	181	722	730	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	3430			articStaccatoAbove					
183	181	720	728	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	3431								
183	181	2881/4	2913/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	3432								
183	181	1441/2	1457/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	3433								
183	181	2883/4	2915/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	3434								
183	181	721	729	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	3435								
183	181	2885/4	2917/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	3436								
183	181	1443/2	1459/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	3437								
183	181	2887/4	2919/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	3438								
183	181	722	730	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	3439								
183	181	2889/4	2921/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	3440								
183	181	1445/2	1461/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3441								
183	181	2891/4	2923/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3442								
183	181	723	731	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3443								
183	181	2893/4	2925/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3444								
183	181	1447/2	1463/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3445								
183	181	2895/4	2927/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3446								
184	182	724	732	0.0		0	0	Spanner	4/4	1	1	0												15
184	182	724	732	0.0		0	0	Chord	4/4	1	1	0	grace16	1/16	1	3447								15
184	182	724	732	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	3448				120				15
184	182	725	733	0.0		1/4	1/4	Spanner	4/4	1	1	0								120				
184	182	725	733	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	3449				120				
184	182	2901/4	2933/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	3450				120				
184	182	1451/2	1467/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3451				120				
184	182	2903/4	2935/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3452				120				
184	182	726	734	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	3453			articStaccatoAbove					
184	182	724	732	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	3454								
184	182	2897/4	2929/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	3455								
184	182	1449/2	1465/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	3456								
184	182	2899/4	2931/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	3457								
184	182	725	733	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	3458								
184	182	2901/4	2933/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	3459								
184	182	1451/2	1467/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	3460								
184	182	2903/4	2935/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	3461								
184	182	726	734	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	3462								
184	182	2905/4	2937/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	3463								
184	182	1453/2	1469/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3464								
184	182	2907/4	2939/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3465								
184	182	727	735	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3466								
184	182	2909/4	2941/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3467								
184	182	1455/2	1471/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3468								
184	182	2911/4	2943/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3469								
185	183	728	736	0.0		0	0	Chord	4/4	1	1	0	grace16	1/16	1	3470								
185	183	728	736	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	3471								
185	183	729	737	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	3472								
185	183	2917/4	2949/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	3473								
185	183	1459/2	1475/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3474								
185	183	2919/4	2951/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3475								
185	183	730	738	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	3476								
185	183	2921/4	2953/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	3477								
185	183	1461/2	1477/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	3478								
185	183	2923/4	2955/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	3479								
185	183	731	739	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	3480								
185	183	2925/4	2957/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	3481								
185	183	1463/2	1479/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	3482								
185	183	2927/4	2959/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	3483								
185	183	728	736	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	3484								
185	183	2913/4	2945/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	3485								
185	183	1457/2	1473/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	3486								
185	183	2915/4	2947/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	3487								
185	183	729	737	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	3488								
185	183	2917/4	2949/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	3489								
185	183	1459/2	1475/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	3490								
185	183	2919/4	2951/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	3491								
185	183	730	738	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	3492								
185	183	2921/4	2953/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	3493								
185	183	1461/2	1477/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3494								
185	183	2923/4	2955/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3495								
185	183	731	739	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3496								
185	183	2925/4	2957/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3497								
185	183	1463/2	1479/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3498								
185	183	2927/4	2959/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3499								
186	184	732	740	0.0		0	0	Dynamic	4/4	1	1	0						p						
186	184	732	740	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	3500	p							
186	184	733	741	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	3501								
186	184	2933/4	2965/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	3502								
186	184	1467/2	1483/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3503								
186	184	2935/4	2967/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3504								
186	184	734	742	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	3505								
186	184	2937/4	2969/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	3506								
186	184	1469/2	1485/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	3507								
186	184	2939/4	2971/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	3508								
186	184	735	743	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	3509								
186	184	2941/4	2973/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	3510								
186	184	1471/2	1487/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	3511								
186	184	2943/4	2975/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	3512								
186	184	732	740	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	3513								
186	184	2929/4	2961/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	3514								
186	184	1465/2	1481/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	3515								
186	184	2931/4	2963/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	3516								
186	184	733	741	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	3517								
186	184	2933/4	2965/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	3518								
186	184	1467/2	1483/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	3519								
186	184	2935/4	2967/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	3520								
186	184	734	742	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	3521								
186	184	2937/4	2969/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	3522								
186	184	1469/2	1485/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3523								
186	184	2939/4	2971/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3524								
186	184	735	743	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3525								
186	184	2941/4	2973/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3526								
186	184	1471/2	1487/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3527								
186	184	2943/4	2975/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3528								
187	185	736	744	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	3529								
187	185	2945/4	2977/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	3530								
187	185	1473/2	1489/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	3531								
187	185	2947/4	2979/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	3532								
187	185	737	745	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	3533								
187	185	2949/4	2981/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	3534								
187	185	1475/2	1491/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3535								
187	185	2951/4	2983/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3536								
187	185	738	746	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	3537								
187	185	2953/4	2985/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	3538								
