mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>
151	150	449	452	0.16666666666666666		1/2	1/2	Chord	6/8	1	1	1/24		1/16	2/3	2091										
151	150	2695/6	2713/6	0.16666666666666666		13/24	13/24	Chord	6/8	1	1	1/24		1/16	2/3	2092										
151	150	1348/3	1357/3	0.16666666666666666		7/12	7/12	Chord	6/8	1	1	1/24		1/16	2/3	2093										
151	150	899/2	905/2	0.16666666666666666		5/8	5/8	Chord	6/8	1	1	1/24		1/16	2/3	2094										
151	150	1349/3	1358/3	0.16666666666666666		2/3	2/3	Chord	6/8	1	1	1/24		1/16	2/3	2095										
151	150	2699/6	2717/6	0.16666666666666666		17/24	17/24	Chord	6/8	1	1	1/24		1/16	2/3	2096										
151	150	447	450	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2097										
151	150	895/2	901/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2098										
151	150	448	451	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2099										
151	150	897/2	903/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2100										
151	150	449	452	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2101										
151	150	899/2	905/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2102										
152	151	450	453	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	2103										
152	151	1801/4	1813/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	2104										
152	151	901/2	907/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	2105										
152	151	1803/4	1815/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	2106										
152	151	451	454	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	2107										
152	151	1805/4	1817/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2108										
152	151	903/2	909/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2109										
152	151	1807/4	1819/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2110										
152	151	452	455	0.16666666666666666		1/2	1/2	Chord	6/8	1	1	1/24		1/16	2/3	2111										
152	151	2713/6	2731/6	0.16666666666666666		13/24	13/24	Chord	6/8	1	1	1/24		1/16	2/3	2112										
152	151	1357/3	1366/3	0.16666666666666666		7/12	7/12	Chord	6/8	1	1	1/24		1/16	2/3	2113										
152	151	905/2	911/2	0.16666666666666666		5/8	5/8	Chord	6/8	1	1	1/24		1/16	2/3	2114										
152	151	1358/3	1367/3	0.16666666666666666		2/3	2/3	Chord	6/8	1	1	1/24		1/16	2/3	2115										
152	151	2717/6	2735/6	0.16666666666666666		17/24	17/24	Chord	6/8	1	1	1/24		1/16	2/3	2116										
152	151	901/2	907/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2117										
152	151	451	454	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2118										
152	151	903/2	909/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2119										
152	151	452	455	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2120										
152	151	905/2	911/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2121										
153	152	453	456	0.0		0	0	Spanner	6/8	1	1	0										13				
153	152	453	456	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	2122						13				
153	152	1813/4	1825/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	2123						13				
153	152	907/2	913/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	2124						13				
153	152	1815/4	1827/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	2125						13				
153	152	454	457	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	2126						13				
153	152	1817/4	1829/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2127						13				
153	152	909/2	915/2	0.0		3/8	3/8	Spanner	6/8	1	1	0														
153	152	909/2	915/2	0.0		3/8	3/8	Spanner	6/8	1	1	0									8					
153	152	909/2	915/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2128					8					
153	152	1819/4	1831/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2129					8					
153	152	455	458	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2130					8					
153	152	1821/4	1833/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2131					8					
153	152	911/2	917/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2132					8					
153	152	1823/4	1835/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2133					8					
153	152	907/2	913/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2134										
153	152	454	457	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2135										
153	152	909/2	915/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2136										
153	152	455	458	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2137										
153	152	911/2	917/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2138										
154	153	456	459	0.0		0	0	Spanner	6/8	1	1	0														
154	153	456	459	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2139										
154	153	915/2	921/2	0.0		3/8	3/8	Spanner	6/8	1	1	0												2		
154	153	915/2	921/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2140								2		
154	153	456	459	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2141										
154	153	913/2	919/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2142										
154	153	457	460	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2143										
154	153	915/2	921/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2144										
154	153	458	461	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2145										
154	153	917/2	923/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2146										
155	154	459	462	0.0		0	0	Spanner	6/8	1	1	0														
155	154	459	462	0.0		0	0	Spanner	6/8	1	1	0										14				
155	154	459	462	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2147				90		14				
155	154	921/2	927/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2148				90		14				
155	154	459	462	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	2149						14				
155	154	1837/4	1849/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	2150						14				
155	154	919/2	925/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	2151						14				
155	154	1839/4	1851/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	2152						14				
155	154	460	463	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	2153						14				
155	154	1841/4	1853/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	2154						14				
155	154	921/2	927/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	2155						14				
155	154	1843/4	1855/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	2156						14				
155	154	461	464	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	2157						14				
155	154	1845/4	1857/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	2158						14				
155	154	923/2	929/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	2159						14				
155	154	1847/4	1859/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	2160						14				
155	154	459	462	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2161				91						
155	154	460	463	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2162				91						
155	154	921/2	927/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2163				91						
155	154	923/2	929/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2164										
155	154	459	462	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	2165										
156	155	462	465	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2166				90		14				
156	155	927/2	933/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2167						14				
156	155	462	465	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	2168						14				
156	155	1849/4	1861/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	2169						14				
156	155	925/2	931/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	2170						14				
156	155	1851/4	1863/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	2171						14				
156	155	463	466	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	2172						14				
156	155	1853/4	1865/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	2173						14				
156	155	927/2	933/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	2174						14				
156	155	1855/4	1867/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	2175						14				
156	155	464	467	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	2176						14				
156	155	1857/4	1869/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	2177						14				
156	155	929/2	935/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	2178						14				
156	155	1859/4	1871/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	2179						14				
156	155	462	465	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2180				92						
156	155	463	466	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2181				92						
156	155	927/2	933/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2182				92						
156	155	929/2	935/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2183										
156	155	462	465	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	2184										
157	156	465	468	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2185				93		14				
157	156	933/2	939/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2186				93		14				
157	156	465	468	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	2187						14				
157	156	1861/4	1873/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	2188						14				
157	156	931/2	937/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	2189						14				
157	156	1863/4	1875/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	2190						14				
157	156	466	469	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	2191						14				
157	156	1865/4	1877/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	2192						14				
157	156	933/2	939/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	2193						14				
157	156	1867/4	1879/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	2194						14				
157	156	467	470	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	2195						14				
157	156	1869/4	1881/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	2196						14				
157	156	935/2	941/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	2197						14				
157	156	1871/4	1883/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	2198						14				
157	156	465	468	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2199				94						
157	156	466	469	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2200				94						
157	156	933/2	939/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2201				94						
157	156	935/2	941/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2202										
157	156	465	468	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	2203										
158	157	468	471	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2204				93		14				
158	157	939/2	945/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2205						14				
158	157	468	471	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	2206						14				
158	157	1873/4	1885/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	2207						14				
158	157	937/2	943/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	2208						14				
158	157	1875/4	1887/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	2209						14				
158	157	469	472	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	2210						14				
158	157	1877/4	1889/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	2211						14				
158	157	939/2	945/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	2212						14				
158	157	1879/4	1891/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	2213						14				
158	157	470	473	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	2214						14				
158	157	1881/4	1893/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	2215						14				
158	157	941/2	947/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	2216						14				
158	157	1883/4	1895/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	2217						14				
158	157	468	471	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2218				95						
158	157	469	472	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2219				95						
158	157	939/2	945/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2220				95						
158	157	941/2	947/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2221										
158	157	468	471	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	2222										
159	158	471	474	0.0		0	0	Dynamic	6/8	1	1	0						p								
159	158	471	474	0.0		0	0	Spanner	6/8	1	1	0														
159	158	943/2	949/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2223										
159	158	472	475	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2224										
159	158	945/2	951/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2225										
159	158	473	476	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2226										
159	158	947/2	953/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2227										
159	158	471	474	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	2228										
159	158	1885/4	1897/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2229										
159	158	943/2	949/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2230										
159	158	1887/4	1899/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2231										
159	158	472	475	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2232										
159	158	1889/4	1901/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2233										
159	158	945/2	951/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2234										
159	158	1891/4	1903/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2235										
159	158	473	476	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2236										
159	158	1893/4	1905/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2237										
159	158	947/2	953/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2238										
159	158	1895/4	1907/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2239										
160	159	949/2	955/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2240										
160	159	475	478	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2241										
160	159	951/2	957/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2242										
160	159	476	479	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2243										
160	159	953/2	959/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2244										
160	159	474	477	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	2245										
160	159	1897/4	1909/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2246										
160	159	949/2	955/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2247										
160	159	1899/4	1911/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2248										
160	159	475	478	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2249										
160	159	1901/4	1913/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2250										
160	159	951/2	957/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2251										
160	159	1903/4	1915/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2252										
160	159	476	479	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2253										
160	159	1905/4	1917/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2254										
160	159	953/2	959/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2255										
160	159	1907/4	1919/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2256										
161	160	955/2	961/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2257										
161	160	478	481	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2258										
161	160	957/2	963/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2259										
161	160	479	482	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2260										
161	160	959/2	965/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2261										
161	160	477	480	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	2262										
161	160	1909/4	1921/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2263										
161	160	955/2	961/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2264										
161	160	1911/4	1923/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2265										
161	160	478	481	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2266										
161	160	1913/4	1925/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2267										
161	160	957/2	963/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2268										
161	160	1915/4	1927/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2269										
161	160	479	482	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2270										
161	160	1917/4	1929/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2271										
161	160	959/2	965/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2272										
161	160	1919/4	1931/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2273										
162	161	480	483	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2274										
162	161	961/2	967/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2275										
162	161	481	484	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2276										
162	161	963/2	969/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2277										
162	161	482	485	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2278										
162	161	965/2	971/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2279										
162	161	480	483	0.0		0	0	Spanner	6/8	2	1	0												3		
162	161	480	483	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	2280								3		
162	161	480	483	1.0		0	0	Chord	6/8	2	2	1/4		1/4	1	2281										
163	162	483	486	0.0		0	0	Spanner	6/8	1	1	0											7			
163	162	483	486	0.0		0	0	Spanner	6/8	1	1	0										15	7			
163	162	484	487	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2282				96		15	7			
163	162	969/2	975/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2283				96		15	7			
163	162	971/2	977/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2284						15	7			
163	162	483	486	0.0		0	0	Spanner	6/8	2	1	0														
163	162	483	486	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	2285										
163	162	1933/4	1945/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2286										
163	162	967/2	973/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2287										
163	162	1935/4	1947/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2288										
163	162	484	487	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2289										
163	162	1937/4	1949/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2290										
163	162	969/2	975/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2291										
163	162	1939/4	1951/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2292										
163	162	485	488	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2293										
163	162	1941/4	1953/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2294										
163	162	971/2	977/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2295										
163	162	1943/4	1955/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2296										
164	163	486	489	0.0		0	0	Spanner	6/8	1	1	0										15				
164	163	487	490	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2297				97		15				
164	163	975/2	981/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2298				97		15				
164	163	977/2	983/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2299						15				
164	163	486	489	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	2300										
164	163	1945/4	1957/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2301										
164	163	973/2	979/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2302										
164	163	1947/4	1959/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2303										
164	163	487	490	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2304										
164	163	1949/4	1961/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2305										
164	163	975/2	981/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2306										
164	163	1951/4	1963/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2307										
164	163	488	491	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2308										
164	163	1953/4	1965/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2309										
164	163	977/2	983/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2310										
164	163	1955/4	1967/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2311										
165	164	490	493	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2312				98		15				
165	164	981/2	987/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2313				98		15				
165	164	983/2	989/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2314						15				
165	164	489	492	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	2315										
165	164	1957/4	1969/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2316										
165	164	979/2	985/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2317										
165	164	1959/4	1971/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2318										
165	164	490	493	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2319										
165	164	1961/4	1973/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2320										
165	164	981/2	987/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2321										
165	164	1963/4	1975/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2322										
165	164	491	494	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2323										
165	164	1965/4	1977/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2324										
165	164	983/2	989/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2325										
165	164	1967/4	1979/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2326										
166	165	493	496	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2327				99		15				
166	165	987/2	993/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2328				99		15				
166	165	989/2	995/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2329						15				
166	165	492	495	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	2330										
166	165	1969/4	1981/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2331										
166	165	985/2	991/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2332										
166	165	1971/4	1983/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2333										
166	165	493	496	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2334										
166	165	1973/4	1985/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2335										
166	165	987/2	993/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2336										
166	165	1975/4	1987/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2337										
166	165	494	497	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2338										
166	165	1977/4	1989/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2339										
166	165	989/2	995/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2340										
166	165	1979/4	1991/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2341										
167	166	991/2	997/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2342			articStaccatoBelow			15				
167	166	496	499	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2343			articStaccatoBelow			15				
167	166	497	500	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2344			articStaccatoBelow			15				
167	166	995/2	1001/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2345			articStaccatoBelow			15				
167	166	495	498	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	2346										
167	166	1981/4	1993/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2347										
167	166	991/2	997/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2348										
167	166	1983/4	1995/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2349										
167	166	496	499	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2350										
167	166	1985/4	1997/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2351										
167	166	993/2	999/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2352										
167	166	1987/4	1999/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2353										
167	166	497	500	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2354										
167	166	1989/4	2001/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2355										
