mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin
101	100	3195/8	3227/8	0.125		27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1538						
101	100	799/2	807/2	0.125		7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1539						
101	100	3197/8	3229/8	0.125		29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	1540						
101	100	1599/4	1615/4	0.125		15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1541						
101	100	3199/8	3231/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1542						
101	100	396	400	0.125		0	0	Chord	4/4	2	1	1/32		1/32	1	1543						
101	100	3169/8	3201/8	0.125		1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	1544						
101	100	1585/4	1601/4	0.125		1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1545						
101	100	3171/8	3203/8	0.125		3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1546						
101	100	793/2	801/2	0.125		1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1547						
101	100	3173/8	3205/8	0.125		5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1548						
101	100	1587/4	1603/4	0.125		3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1549						
101	100	3175/8	3207/8	0.125		7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1550						
101	100	397	401	0.125		1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	1551						
101	100	3177/8	3209/8	0.125		9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1552						
101	100	1589/4	1605/4	0.125		5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1553						
101	100	3179/8	3211/8	0.125		11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1554						
101	100	795/2	803/2	0.125		3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1555						
101	100	3181/8	3213/8	0.125		13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1556						
101	100	1591/4	1607/4	0.125		7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1557						
101	100	3183/8	3215/8	0.125		15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1558						
102	101	400	404	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1559				85		
102	101	801/2	809/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1560						
102	101	401	405	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1561						
102	101	403	407	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1562						
102	101	400	404	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1563						
102	101	801/2	809/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1564						
102	101	401	405	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1565						
102	101	803/2	811/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1566						
102	101	402	406	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1567						
102	101	805/2	813/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1568						
102	101	403	407	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1569						
102	101	807/2	815/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1570						
103	102	404	408	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	1571				86		
103	102	1619/4	1635/4	0.125		3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1572				86		
103	102	3239/8	3271/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1573						
103	102	405	409	0.75		1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1574				87		
103	102	1623/4	1639/4	0.125		7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1575				87		
103	102	3247/8	3279/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1576						
103	102	406	410	0.75		1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	1577				88		
103	102	1627/4	1643/4	0.125		11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1578				88		
103	102	3255/8	3287/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1579						
103	102	407	411	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1580				89		
103	102	1631/4	1647/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1581						
103	102	404	408	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1582						
103	102	809/2	817/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1583						
103	102	405	409	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1584						
103	102	811/2	819/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1585						
103	102	406	410	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1586						
103	102	813/2	821/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1587						
103	102	407	411	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1588						
103	102	815/2	823/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1589						
104	103	408	412	1.75		0	0	Chord	4/4	1	1	7/16		1/4	7/4	1590						
104	103	1639/4	1655/4	0.125		7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1591						
104	103	3279/8	3311/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1592						
104	103	410	414	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1593						
104	103	408	412	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1594						
104	103	817/2	825/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1595						
104	103	409	413	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1596						
104	103	819/2	827/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1597						
104	103	410	414	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1598						
104	103	821/2	829/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1599						
104	103	411	415	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1600						
104	103	823/2	831/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1601						
105	104	412	416	0.125		0	0	Chord	4/4	1	1	1/32		1/32	1	1602						
105	104	3297/8	3329/8	0.125		1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	1603						
105	104	1649/4	1665/4	0.125		1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	1604						
105	104	3299/8	3331/8	0.125		3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1605						
105	104	825/2	833/2	0.125		1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	1606						
105	104	3301/8	3333/8	0.125		5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	1607						
105	104	1651/4	1667/4	0.125		3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1608						
105	104	3303/8	3335/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1609						
105	104	413	417	0.125		1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	1610						
105	104	3305/8	3337/8	0.125		9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	1611						
105	104	1653/4	1669/4	0.125		5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	1612						
105	104	3307/8	3339/8	0.125		11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	1613						
105	104	827/2	835/2	0.125		3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	1614						
105	104	3309/8	3341/8	0.125		13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	1615						
105	104	1655/4	1671/4	0.125		7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1616						
105	104	3311/8	3343/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1617						
105	104	414	418	0.16666666666666666		1/2	1/2	Chord	4/4	1	1	1/24		1/16	2/3	1618						
105	104	2485/6	2509/6	0.16666666666666666		13/24	13/24	Chord	4/4	1	1	1/24		1/16	2/3	1619						
105	104	1243/3	1255/3	0.16666666666666666		7/12	7/12	Chord	4/4	1	1	1/24		1/16	2/3	1620						
105	104	829/2	837/2	0.16666666666666666		5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	1621						
105	104	1244/3	1256/3	0.16666666666666666		2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	1622						
105	104	2489/6	2513/6	0.16666666666666666		17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	1623						
105	104	415	419	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1624			articStaccatoAbove			
105	104	831/2	839/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1625			articStaccatoAbove			
105	104	412	416	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1626						
105	104	825/2	833/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1627						
105	104	413	417	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1628						
105	104	827/2	835/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1629						
105	104	414	418	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1630						
105	104	829/2	837/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1631						
105	104	415	419	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1632						
105	104	831/2	839/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1633						
106	105	416	420	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1634				90		
106	105	833/2	841/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1635						
106	105	417	421	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1636						
106	105	419	423	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1637						
106	105	416	420	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1638						
106	105	833/2	841/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1639						
106	105	417	421	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1640						
106	105	835/2	843/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1641						
106	105	418	422	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1642						
106	105	837/2	845/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1643						
106	105	419	423	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1644						
106	105	839/2	847/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1645						
107	106	420	424	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1646				91		
107	106	841/2	849/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1647				91		
107	106	1683/4	1699/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1648				91		
107	106	421	425	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1649				91		
107	106	843/2	851/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1650				91		
107	106	422	426	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1651				91		
107	106	845/2	853/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1652				91		
107	106	423	427	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1653				91		
107	106	847/2	855/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1654						
107	106	420	424	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1655						
107	106	841/2	849/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1656						
107	106	421	425	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1657						
107	106	843/2	851/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1658						
107	106	422	426	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1659						
107	106	845/2	853/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1660						
107	106	423	427	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1661						
107	106	847/2	855/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1662						
107	106	420	424	3.0		0	0	Chord	4/4	2	2	3/4		1/2	3/2	1663						
107	106	423	427	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1664						
108	107	424	428	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1665				92		
108	107	426	430	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1666						
108	107	1705/4	1721/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1667				93		
108	107	853/2	861/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1668				93		
108	107	1707/4	1723/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1669				93		
108	107	427	431	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1670				93		
108	107	1709/4	1725/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1671				93		
108	107	855/2	863/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1672				93		
108	107	1711/4	1727/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1673						
108	107	849/2	857/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1674						
108	107	425	429	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1675						
108	107	851/2	859/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1676						
108	107	426	430	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1677						
108	107	424	428	3.0		0	0	Chord	4/4	2	2	3/4		1/2	3/2	1678						
109	108	428	432	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1679						
109	108	1713/4	1729/4	0.0		1/16	1/16	Dynamic	4/4	1	1	0						sf				
109	108	430	434	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1680						
109	108	1713/4	1729/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	1681				94		
109	108	857/2	865/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	1682				94		
109	108	1715/4	1731/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	1683				94		
109	108	429	433	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	1684				94		
109	108	1717/4	1733/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	1685				94		
109	108	859/2	867/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	1686				94		
109	108	1719/4	1735/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	1687						
109	108	430	434	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1688						
109	108	861/2	869/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1689				95		
109	108	1723/4	1739/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1690				95		
109	108	431	435	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1691				95		
109	108	1725/4	1741/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1692				95		
109	108	863/2	871/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1693				95		
109	108	1727/4	1743/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1694						
109	108	428	432	0.0		0	0	Dynamic	4/4	2	2	0						sf				
109	108	428	432	4.0		0	0	Chord	4/4	2	2	1		1	1	1695						
110	109	432	436	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1696						
110	109	1737/4	1753/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1697				96		
110	109	869/2	877/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1698				96		
110	109	1739/4	1755/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1699				96		
110	109	435	439	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1700				96		
110	109	1741/4	1757/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1701				96		
110	109	871/2	879/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1702				96		
110	109	1743/4	1759/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1703						
110	109	432	436	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1704						
110	109	432	436	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1705						
110	109	432	436	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1706						
110	109	865/2	873/2	0.25		1/8	1/8	Chord	4/4	2	2	1/16		1/16	1	1707				97		
110	109	1731/4	1747/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16		1/16	1	1708				97		
110	109	433	437	0.25		1/4	1/4	Chord	4/4	2	2	1/16		1/16	1	1709				97		
110	109	1733/4	1749/4	0.25		5/16	5/16	Chord	4/4	2	2	1/16		1/16	1	1710				97		
110	109	867/2	875/2	0.25		3/8	3/8	Chord	4/4	2	2	1/16		1/16	1	1711				97		
110	109	1735/4	1751/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	1712						
110	109	434	438	0.0		1/2	1/2	Dynamic	4/4	2	2	0						sf				
110	109	434	438	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1713						
111	110	1745/4	1761/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1714				98		
111	110	873/2	881/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1715				98		
111	110	1747/4	1763/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1716				98		
111	110	437	441	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1717				98		
111	110	1749/4	1765/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1718				98		
111	110	875/2	883/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1719				98		
111	110	1751/4	1767/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1720						
111	110	438	442	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1721						
111	110	436	440	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1722						
111	110	438	442	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1723						
111	110	436	440	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1724						
111	110	438	442	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1725						
111	110	877/2	885/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1726						
111	110	1755/4	1771/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1727						
111	110	439	443	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1728						
111	110	1757/4	1773/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1729						
111	110	879/2	887/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1730						
111	110	1759/4	1775/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1731						
112	111	440	444	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1732						
112	111	440	444	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1733						
112	111	1761/4	1777/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1734						
112	111	881/2	889/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1735						
112	111	1763/4	1779/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1736						
112	111	441	445	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1737						
112	111	1765/4	1781/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1738						
112	111	883/2	891/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1739						
112	111	1767/4	1783/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1740						
112	111	442	446	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1741						
112	111	1769/4	1785/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1742						
112	111	885/2	893/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1743						
112	111	1771/4	1787/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1744						
112	111	443	447	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1745						
112	111	1773/4	1789/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1746						
112	111	887/2	895/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1747						
112	111	1775/4	1791/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1748						
113	112	445	449	0.125		1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	1749						
113	112	3561/8	3593/8	0.125		9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	1750						
113	112	1781/4	1797/4	0.125		5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	1751						
113	112	3563/8	3595/8	0.125		11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	1752						
113	112	891/2	899/2	0.125		3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	1753						
113	112	3565/8	3597/8	0.125		13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	1754						
113	112	1783/4	1799/4	0.125		7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1755						
113	112	3567/8	3599/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1756						
113	112	446	450	0.16666666666666666		1/2	1/2	Chord	4/4	1	1	1/24		1/16	2/3	1757						
113	112	2677/6	2701/6	0.16666666666666666		13/24	13/24	Chord	4/4	1	1	1/24		1/16	2/3	1758						
113	112	1339/3	1351/3	0.16666666666666666		7/12	7/12	Chord	4/4	1	1	1/24		1/16	2/3	1759						
113	112	893/2	901/2	0.16666666666666666		5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	1760						
113	112	1340/3	1352/3	0.16666666666666666		2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	1761						
113	112	2681/6	2705/6	0.16666666666666666		17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	1762						
113	112	447	451	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1763			articStaccatoAbove			
113	112	895/2	903/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1764			articStaccatoAbove			
113	112	444	448	0.125		0	0	Chord	4/4	2	1	1/32		1/32	1	1765						
113	112	3553/8	3585/8	0.125		1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	1766						
113	112	1777/4	1793/4	0.125		1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1767						
113	112	3555/8	3587/8	0.125		3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1768						
113	112	889/2	897/2	0.125		1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1769						
113	112	3557/8	3589/8	0.125		5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1770						
113	112	1779/4	1795/4	0.125		3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1771						
113	112	3559/8	3591/8	0.125		7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1772						
113	112	444	448	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1773						
113	112	889/2	897/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1774						
113	112	445	449	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1775						
113	112	891/2	899/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1776						
113	112	446	450	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1777						
113	112	893/2	901/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1778						
113	112	447	451	0.5		3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1779						
113	112	895/2	903/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1780						
114	113	448	452	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1781				99		
114	113	897/2	905/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1782						
114	113	449	453	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1783						
114	113	451	455	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1784						
114	113	448	452	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1785						
114	113	897/2	905/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1786						
114	113	449	453	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1787						
114	113	899/2	907/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1788						
114	113	450	454	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1789						
114	113	901/2	909/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1790						
114	113	451	455	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1791						
114	113	903/2	911/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1792						
115	114	452	456	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	1793			ornamentTurn			
115	114	1811/4	1827/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1794						
115	114	454	458	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1795				100		
115	114	455	459	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1796				100		
115	114	911/2	919/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1797						
115	114	453	457	0.3333333333333333		1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1798			articStaccatoBelow			
115	114	1360/3	1372/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1799			articStaccatoBelow			
115	114	1361/3	1373/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1800			articStaccatoBelow			
115	114	455	459	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1801						
115	114	452	456	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1802						
115	114	905/2	913/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1803						
115	114	453	457	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1804						
115	114	907/2	915/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1805						
115	114	454	458	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1806						
115	114	909/2	917/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1807						
115	114	455	459	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1808						
115	114	911/2	919/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1809						
116	115	456	460	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1810				101		
116	115	458	462	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1811						
116	115	917/2	925/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1812						
116	115	1835/4	1851/4	0.0		11/16	11/16	Dynamic	4/4	1	1	0						other-dynamics				
