mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation
104	103	413/2	413/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1584		
104	103	827/4	827/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1585		
105	104	207	207	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1586		
105	104	829/4	829/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1587		
105	104	415/2	415/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1588		
105	104	831/4	831/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1589		
105	104	208	208	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1590		
105	104	417/2	417/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1591		
106	105	209	209	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1592		
106	105	209	209	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	1593	p	
106	105	419/2	419/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1594		
106	105	209	209	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1595		
106	105	419/2	419/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1596		
106	105	210	210	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1597		
106	105	841/4	841/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1598		
106	105	421/2	421/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1599		
106	105	843/4	843/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1600		
107	106	211	211	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1601		
107	106	845/4	845/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1602		
107	106	423/2	423/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1603		
107	106	847/4	847/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1604		
107	106	212	212	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1605		
107	106	425/2	425/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1606		
108	107	213	213	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1607		
108	107	427/2	427/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	1608		
108	107	857/4	857/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1609		
108	107	429/2	429/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1610		
108	107	859/4	859/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1611		
108	107	213	213	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1612	pp	
108	107	213	213	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1613		
109	108	215	215	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1614		
109	108	431/2	431/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	1615		
109	108	865/4	865/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1616		
109	108	433/2	433/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1617		
109	108	867/4	867/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1618		
109	108	215	215	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1619		
109	108	215	215	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1620		
110	109	217	217	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1621		
110	109	871/4	871/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1622		
110	109	218	218	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1623		
110	109	875/4	875/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1624		
110	109	217	217	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	1625		
110	109	217	217	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1626		
111	110	219	219	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1627		
111	110	1753/8	1753/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1628		
111	110	877/4	877/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1629		
111	110	1755/8	1755/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1630		
111	110	439/2	439/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1631		
111	110	1757/8	1757/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1632		
111	110	879/4	879/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1633		
111	110	1759/8	1759/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1634		
111	110	220	220	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1635		
111	110	1761/8	1761/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1636		
111	110	881/4	881/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1637		
111	110	1763/8	1763/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1638		
111	110	441/2	441/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1639		
111	110	1765/8	1765/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1640		
111	110	883/4	883/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1641		
111	110	1767/8	1767/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1642		
112	111	221	221	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1643	<	
112	111	1769/8	1769/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1644		
112	111	885/4	885/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1645		
112	111	1771/8	1771/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1646		
112	111	443/2	443/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1647		
112	111	1773/8	1773/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1648		
112	111	887/4	887/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1649		
112	111	1775/8	1775/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1650		
112	111	222	222	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1651		
112	111	1777/8	1777/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1652		
112	111	889/4	889/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1653		
112	111	1779/8	1779/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1654		
112	111	445/2	445/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1655		
112	111	1781/8	1781/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1656		
112	111	891/4	891/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1657		
112	111	1783/8	1783/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1658		
113	112	893/4	893/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1659		
113	112	447/2	447/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1660		
113	112	895/4	895/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1661		
113	112	897/4	897/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1662		
113	112	449/2	449/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1663		
113	112	899/4	899/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1664		
113	112	223	223	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1665		
113	112	893/4	893/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1666		
113	112	447/2	447/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1667		
113	112	895/4	895/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1668		
113	112	224	224	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1669		
113	112	449/2	449/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1670		
114	113	901/4	901/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1671		
114	113	451/2	451/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1672		
114	113	903/4	903/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1673		
114	113	226	226	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1674		
114	113	225	225	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1675		
114	113	451/2	451/2	0.75	1/8	1/8	Chord	2/4	2	1	3/16		1/8	3/2	1676		
114	113	905/4	905/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1677		
114	113	453/2	453/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1678		
114	113	907/4	907/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1679		
115	114	909/4	909/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1680		
115	114	455/2	455/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1681		
115	114	911/4	911/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1682		
115	114	913/4	913/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1683		
115	114	457/2	457/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1684		
115	114	915/4	915/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1685		
115	114	227	227	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1686		
115	114	909/4	909/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1687		
115	114	455/2	455/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1688		
115	114	911/4	911/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1689		
115	114	228	228	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1690		
115	114	457/2	457/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1691		
116	115	917/4	917/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1692		
116	115	459/2	459/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1693		
116	115	919/4	919/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1694		
116	115	230	230	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1695		
116	115	229	229	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1696		
116	115	459/2	459/2	0.75	1/8	1/8	Chord	2/4	2	1	3/16		1/8	3/2	1697		
116	115	921/4	921/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1698		
116	115	461/2	461/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1699		
116	115	923/4	923/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1700		
116	115	461/2	461/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1701		
117	116	925/4	925/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1702		
117	116	463/2	463/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1703		
117	116	929/4	929/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1704		
117	116	465/2	465/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1705		
117	116	231	231	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1706		
117	116	925/4	925/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1707		
117	116	463/2	463/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1708		
117	116	927/4	927/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1709		
117	116	232	232	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1710		
117	116	929/4	929/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1711		
117	116	465/2	465/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1712		
117	116	931/4	931/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1713		
117	116	231	231	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1714		
117	116	463/2	463/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1715		
117	116	232	232	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1716		
117	116	465/2	465/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1717		
118	117	933/4	933/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1718		
118	117	467/2	467/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1719		
118	117	937/4	937/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	1720	<	
118	117	939/4	939/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1721		
118	117	1879/8	1879/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1722		
118	117	233	233	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1723		
118	117	933/4	933/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1724		
118	117	467/2	467/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1725		
118	117	935/4	935/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1726		
118	117	234	234	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1727		
118	117	937/4	937/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	1728		
118	117	939/4	939/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1729		
118	117	233	233	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1730		
118	117	467/2	467/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1731		
118	117	234	234	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1732		
118	117	469/2	469/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1733		
119	118	235	235	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1734	f	
119	118	1881/8	1881/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1735		
119	118	941/4	941/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1736		
119	118	1883/8	1883/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1737		
119	118	471/2	471/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1738		
119	118	1885/8	1885/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1739		
119	118	943/4	943/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1740		
119	118	1887/8	1887/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1741		
119	118	236	236	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1742		
119	118	1889/8	1889/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1743		
119	118	945/4	945/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1744		
119	118	1891/8	1891/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1745		
119	118	473/2	473/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1746		
119	118	1893/8	1893/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1747		
119	118	947/4	947/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1748		
119	118	1895/8	1895/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1749		
119	118	235	235	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1750		
119	118	471/2	471/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1751		
119	118	473/2	473/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1752		
119	118	235	235	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1753		
119	118	236	236	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1754		
120	119	237	237	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1755	p	
120	119	1897/8	1897/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1756		
120	119	949/4	949/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1757		
120	119	1899/8	1899/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1758		
120	119	475/2	475/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1759		
120	119	1901/8	1901/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1760		
120	119	951/4	951/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1761		
120	119	1903/8	1903/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1762		
120	119	238	238	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1763		
120	119	1905/8	1905/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1764		
120	119	953/4	953/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1765		
120	119	1907/8	1907/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1766		
120	119	477/2	477/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1767		
120	119	1909/8	1909/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1768		
120	119	955/4	955/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1769		
120	119	1911/8	1911/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1770		
120	119	237	237	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1771		
120	119	475/2	475/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1772		
120	119	237	237	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1773		
121	120	239	239	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1774	p	
121	120	957/4	957/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1775		
121	120	479/2	479/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1776		
121	120	959/4	959/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1777		
121	120	240	240	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1778		
121	120	481/2	481/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1779		
121	120	239	239	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1780		
121	120	957/4	957/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1781		
121	120	479/2	479/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1782		
121	120	959/4	959/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1783		
121	120	240	240	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1784		
121	120	961/4	961/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1785		
121	120	481/2	481/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1786		
121	120	963/4	963/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1787		
121	120	239	239	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1788		
121	120	479/2	479/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1789		
121	120	240	240	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1790		
121	120	481/2	481/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1791		
122	121	241	241	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1792		
122	121	483/2	483/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	1793		
122	121	969/4	969/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1794		
122	121	1939/8	1939/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1795		
122	121	485/2	485/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1796		
122	121	1941/8	1941/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1797		
122	121	971/4	971/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1798		
122	121	1943/8	1943/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1799		
122	121	241	241	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1800		
122	121	965/4	965/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1801		
122	121	483/2	483/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1802		
122	121	967/4	967/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1803		
122	121	242	242	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1804		
122	121	969/4	969/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1805		
122	121	485/2	485/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1806		
122	121	971/4	971/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1807		
122	121	241	241	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1808		
123	122	243	243	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1809		
123	122	1945/8	1945/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1810		
123	122	973/4	973/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1811		
123	122	1947/8	1947/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1812		
123	122	487/2	487/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1813		
123	122	1949/8	1949/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1814		
123	122	975/4	975/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1815		
123	122	1951/8	1951/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1816		
123	122	244	244	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1817	<	
123	122	1953/8	1953/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1818		
123	122	977/4	977/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1819		
123	122	1955/8	1955/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1820		
123	122	489/2	489/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1821		
123	122	1957/8	1957/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1822		
123	122	979/4	979/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1823		
123	122	1959/8	1959/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1824		
123	122	243	243	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1825		
123	122	973/4	973/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1826		
123	122	487/2	487/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1827		
123	122	975/4	975/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1828		
123	122	244	244	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1829		
123	122	977/4	977/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1830		
123	122	489/2	489/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1831		
123	122	979/4	979/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1832		
123	122	243	243	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1833		
123	122	487/2	487/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1834		
123	122	244	244	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1835		
123	122	489/2	489/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1836		
124	123	245	245	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1837	>	
124	123	491/2	491/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	1838		
124	123	985/4	985/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1839	<	
124	123	1971/8	1971/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1840		
124	123	493/2	493/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1841		
124	123	1973/8	1973/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1842		
124	123	987/4	987/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1843		
124	123	1975/8	1975/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1844		
124	123	245	245	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1845		
124	123	981/4	981/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1846		
124	123	491/2	491/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1847		
124	123	983/4	983/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1848		
124	123	246	246	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1849		
124	123	985/4	985/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1850		
124	123	493/2	493/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1851		
124	123	987/4	987/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1852		
124	123	245	245	1.5	0	0	Chord	2/4	2	2	3/8		1/4	3/2	1853		
124	123	493/2	493/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1854		
125	124	247	247	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1855		
125	124	1977/8	1977/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1856		
125	124	989/4	989/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1857		
125	124	1979/8	1979/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1858		
125	124	495/2	495/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1859		
125	124	1981/8	1981/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1860		
125	124	991/4	991/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1861		
125	124	1983/8	1983/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1862		
125	124	248	248	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1863		
125	124	1985/8	1985/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1864		
125	124	993/4	993/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1865		
125	124	1987/8	1987/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1866		
125	124	497/2	497/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1867		
